IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
67209,,,,,,,,,,,,,,31206,0,27156,0,0,10660,0,0,933,1992,1125,13016,0,0,Collateral held from SWAP counterparties,,,
67254,,,,,,,,,,,,,,80,0,0,0,0,0,0,0,0,80,0,0,0,0,,,,
67656,,,,,,,,,,,,,,12506,,2736,0,,1804,,,1637,7485,648,925,,,ACCRUED LONG TERM EMPLOYEE BENEFITS,,,
67870,,,,,,,,,,,,,,9291,0,7675,0,0,3417,0,0,485,932,199,1923,0,2020,ESOP GUARANTEED LIABILITY,,,
68671,,,,,,,,,,,,,,3060,0,1284,0,0,1090,0,0,1448,328,0,0,0,0,Escrow Deposits,,,
68756,,,,,,,,,,,,,,6452,,3143,0,,,,,1249,1521,539,2700,,,,,,
68831,,,,,,,,,,,,,,1021,0,0,0,0,0,0,0,97,775,149,0,0,0,,,,
69333,,,,,,,,,,,,,,12351,,1859,0,,,,,3698,5892,902,,,1859,,,,
69678,,,,,,,,,,,,,,1724,0,903,0,0,759,0,0,331,405,85,0,0,0,Due to Holding Company,,,
70218,,,,,,,,,,,,,,7789,,7088,0,,,,,396,280,25,,,7086,,,,
70414,,,,,,,,,,,,,,2618,0,0,0,0,0,0,0,414,1954,250,0,0,0,,,,
70638,,,,,,,,,,,,,,1350,0,36,0,0,0,0,0,379,935,0,0,0,0,,,,
70955,,,,,,,,,,,,,,255,0,0,113,0,0,0,0,31,111,0,0,0,0,,,,
71073,,,,,,,,,,,,,,1565,0,963,0,137,0,0,0,92,494,16,0,0,826,,,,
71457,,,,,,,,,,,,,,3051,0,1000,0,0,474,36,0,1526,525,0,490,0,0,Subscription Payable,Incoming Rate Bridge Payment,,
71859,,,,,,,,,,,,,,2081,0,1,0,0,0,0,0,1,2079,0,0,0,0,,,,
72258,,,,,,,,,,,,,,3158,0,0,0,0,0,0,0,1427,1613,118,0,0,0,,,,
72351,,,,,,,,,,,,,,396,0,0,0,0,0,0,0,135,258,3,0,0,0,,,,
72454,,,,,,,,,,,,,,1075,0,0,0,0,0,0,0,823,252,0,0,0,0,,,,
72678,,,,,,,,,,,,,,5345,0,836,0,836,0,0,0,733,3740,36,0,0,0,,,,
73116,,,,,,,,,,,,,,5945,0,1667,0,0,0,0,0,85,4035,158,0,0,1361,,,,
73152,,,,,,,,,,,,,,1192,0,923,0,139,0,0,0,225,4,40,784,0,0,,,,
73554,,,,,,,,,,,,,,1660,0,513,75,0,0,0,0,685,272,115,344,111,0,,,,
73956,,,,,,,,,,,,,,249,0,105,0,105,0,0,0,129,7,8,0,0,0,,,,
74056,,,,,,,,,,,,,,1767,0,1241,0,0,1117,0,0,263,263,0,124,0,0,TAX CREDIT INVESTMENT LIABILITIES,,,
74140,,,,,,,,,,,,,,16935,,11936,0,,4498,,,886,3663,450,5642,,,Low Income Housing Investment Obligation,,,
74403,,,,,,,,,,,,,,9554,,4725,0,1514,,,,673,3606,550,,,2144,,ATM Settlement,SERP,
74449,,,,,,,,,,,,,,66,0,6,0,0,0,0,0,60,0,0,0,0,0,,,,
75259,,,,,,,,,,,,,,3503,0,1473,0,0,421,0,0,1061,969,0,814,0,0,Brokered Deposit Accretion,,,
75446,,,,,,,,,,,,,,2483,0,17,0,0,0,0,0,1199,1240,27,0,0,0,,,,
75455,,,,,,,,,,,,,,227,0,1,0,0,0,0,0,196,30,0,0,0,0,,,,
75633,5556852,0,2462845,0,1028060,0,0,0,2537240,208799,0,0,1047567,,,,,,,,,347968,,,,,,All other liabilities (Derived from Worksheet),All other liabilities (Derived from Worksheet),All other liabilities (Derived from Worksheet),
75651,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,307,27,0,0,0,0,,,,
76153,,,,,,,,,,,,,,232,,11,132,11,,,,39,50,0,,,,,,,
76443,,,,,,,,,,,,,,389,0,5,0,0,0,0,0,33,319,32,0,0,0,,,,
76854,,,,,,,,,,,,,,3605,0,1668,0,339,0,0,0,623,948,366,417,0,816,,,,
77150,,,,,,,,,,,,,,410,,0,0,,,,,312,96,2,,,,,,,
77253,,,,,,,,,,,,,,3576,0,0,0,0,0,0,0,285,2778,513,0,0,0,,,,
77422,,,,,,,,,,,,,,2275,0,1851,0,218,1588,0,0,103,216,105,43,0,0,SERP Liability,,,
77851,,,,,,,,,,,,,,79818,,33590,0,,,,,18967,26461,800,24542,,,,,,
78157,,,,,,,,,,,,,,278,0,143,0,0,0,0,0,28,98,9,0,0,0,,,,
78241,,,,,,,,,,,,,,169,0,0,0,0,0,0,0,169,0,0,0,0,0,,,,
78559,,,,,,,,,,,,,,970,0,22,0,0,0,0,0,79,850,19,0,0,0,,,,
79042,,,,,,,,,,,,,,2452,,1240,0,992,,,,613,521,78,,,,,,,
79127,,,,,,,,,,,,,,472,0,243,0,0,0,0,0,57,148,24,243,0,0,,,,
79145,,,,,,,,,,,,,,2052,0,436,0,436,0,0,0,720,406,490,0,0,0,,,,
79257,,,,,,,,,,,,,,166,0,0,57,0,0,0,0,56,53,0,0,0,0,,,,
79855,,,,,,,,,,,,,,1155,0,0,0,0,0,0,0,740,415,0,0,0,0,,,,
80150,,,,,,,,,,,,,,4469,0,2526,32,39,24,0,0,1680,231,0,2286,0,0,Deferred Revenue,,,
80374,,,,,,,,,,,,,,668,0,39,0,0,0,0,0,39,590,0,0,0,0,,,,
80431,,,,,,,,,,,,,,494,0,7,0,0,0,0,0,384,103,0,0,0,0,,,,
81175,,,,,,,,,,,,,,4863,0,1853,0,0,1698,0,0,896,2011,103,0,0,0,ESOP Repurchase,,,
82033,,,,,,,,,,,,,,2800,0,814,52,17,426,0,0,852,1082,0,0,0,320,RETIREMENT PLAN,,,
82257,,,,,,,,,,,,,,930,0,664,0,0,0,0,0,164,102,0,664,0,0,,,,
82350,,,,,,,,,,,,,,936,0,775,0,0,0,0,0,94,67,0,775,0,0,,,,
83375,,,,,,,,,,,,,,13496,0,5139,0,0,0,0,0,4384,2673,1300,2567,0,2519,,,,
83638,274657,0,228778,0,0,0,0,0,31326,4602,0,0,116679,,,,,,,,,9951,,,,,,,,,
83834,,,,,,,,,,,,,,2132,0,1506,0,0,0,0,0,209,417,0,1265,0,0,,,,
83852,,,,,,,,,,,,,,139,0,24,0,0,0,0,0,70,45,0,0,0,0,,,,
83955,,,,,,,,,,,,,,706,0,0,0,0,0,0,0,465,241,0,0,0,0,,,,
84046,,,,,,,,,,,,,,125,0,1,0,0,0,0,0,109,15,0,0,0,0,,,,
84541,,,,,,,,,,,,,,24115,2558,16024,0,131,2157,223,0,3347,4121,623,8714,0,2241,ESCROW,Incentive Payments Accrued,,
85052,,,,,,,,,,,,,,758,0,164,0,52,0,0,0,317,247,30,0,0,81,,,,
85472,,,,,,,,,,,,,,298206,,250650,0,,104267,,,3959,41233,2364,,107724,,Derivative Cash Collateral Liability,,,
85931,,,,,,,,,,,,,,2846,0,1467,0,0,0,0,0,1108,165,106,1428,0,0,,,,
86349,,,,,,,,,,,,,,5644,0,3203,0,0,0,0,0,1013,1382,46,2880,0,0,,,,
86675,,,,,,,,,,,,,,7731,0,4872,0,0,0,0,0,80,2764,15,1033,0,3471,,,,
87047,,,,,,,,,,,,,,881,0,494,0,0,0,0,0,235,112,40,479,0,0,,,,
87234,,,,,,,,,,,,,,10818,0,6467,0,0,0,0,0,3786,410,155,3234,0,0,,,,
87476,,,,,,,,,,,,,,404,0,201,0,0,52,0,0,27,88,88,149,0,0,non construction LIP,,,
87579,,,,,,,,,,,,,,3774,,1090,0,,,,,29,2164,491,,,620,,,,
88231,,,,,,,,,,,,,,20567,0,12828,0,1551,480,3504,0,1094,4893,1752,2973,0,2948,Derivative,Mortgage Repurchase Reserve,,
88259,,,,,,,,,,,,,,1143,0,560,0,0,189,0,0,423,160,0,298,0,0,deferred contract incentives,,,
88352,,,,,,,,,,,,,,980,,489,0,331,,,,288,203,0,,,158,,,,
88455,,,,,,,,,,,,,,6301,0,626,0,0,590,0,0,1389,4286,0,0,0,0,LEASE AMORTIZATION,,,
89032,,,,,,,,,,,,,,1443,0,0,0,0,0,0,0,611,832,0,0,0,0,,,,
89135,,,,,,,,,,,,,,1821,0,1585,0,1,0,0,0,126,110,0,1424,0,0,,,,
89854,,,,,,,,,,,,,,1498,0,288,0,0,0,0,0,1165,45,0,181,0,0,,,,
89957,,,,,,,,,,,,,,1223,0,223,0,4,0,0,0,738,167,95,0,0,219,,,,
90047,,,,,,,,,,,,,,171,0,1,11,0,0,0,0,99,60,0,0,0,0,,,,
90177,,,,,,,,,,,,,,1834,0,585,0,139,29,414,0,184,1042,23,0,0,0,Unearned Profit,Accrued Interest on FHLB Advances,,
90328,,,,,,,,,,,,,,6786,0,4736,0,0,0,0,0,451,1210,389,1596,0,1844,,,,
90337,,,,,,,,,,,,,,7431,1314,5099,0,,,,,1231,1101,0,3723,,,,,,
90579,,,,,,,,,,,,,,5333,0,3520,0,0,0,0,0,103,1449,261,3463,0,0,,,,
91615,,,,,,,,,,,,,,467,55,55,0,0,0,0,0,141,243,28,0,0,0,,,,
91754,,,,,,,,,,,,,,9963,,2663,0,80,,,,5159,1871,270,2561,,4,,,,
91950,,,,,,,,,,,,,,935,0,645,0,0,0,0,0,263,27,0,645,0,0,,,,
92144,,,,,,,,,,,,,,105,0,0,0,0,0,0,0,105,0,0,0,0,0,,,,
92676,,,,,,,,,,,,,,10691,,9032,0,,2635,,,188,1066,405,,,6024,Liability for Pension & Postretirement benefits,,,
92706,,,,,,,,,,,,,,4958,0,4714,0,0,0,0,0,142,60,42,3543,0,507,,,,
92902,,,,,,,,,,,,,,29,0,14,7,0,0,0,0,3,5,0,0,0,0,,,,
93244,,,,,,,,,,,,,,1916,0,0,0,0,0,0,0,1060,739,117,0,0,0,,,,
93543,,,,,,,,,,,,,,14436,6000,9334,0,0,0,0,0,2357,2504,241,0,0,0,,,,
93619,640,0,0,0,0,0,0,0,640,0,0,0,0,,,,,,,,,0,,,,,,,,,
94139,,,,,,,,,,,,,,11541,466,7169,0,198,0,0,0,287,3601,484,3531,0,0,,,,
94522,,,,,,,,,,,,,,8017,0,5701,0,0,0,0,0,915,1333,68,3558,0,376,,,,
94755,,,,,,,,,,,,,,723,0,170,0,0,0,0,0,282,0,271,132,0,0,,,,
94858,,,,,,,,,,,,,,969,0,352,0,0,187,163,0,373,217,27,0,0,0,ATM Suspense,Escrow Payable,,
95051,,,,,,,,,,,,,,4552,,3354,0,,,,,692,506,0,,,2331,,,,
95677,,,,,,,,,,,,,,486,0,469,0,0,0,0,0,1,0,16,0,0,0,,,,
96553,,,,,,,,,,,,,,441,0,2,101,2,0,0,0,121,217,0,0,0,0,,,,
97055,,,,,,,,,,,,,,1111,0,5,0,0,1,4,0,717,389,0,0,0,0,S.D. Box Rent plus cash items,Incoming RBP CDARS,NE Fund XVII,
97279,,,,,,,,,,,,,,685,0,212,0,0,212,0,0,252,154,67,0,0,0,Loan Holding Account,,,
97457,,,,,,,,,,,,,,415,0,0,0,0,0,0,0,236,179,0,0,0,0,,,,
97804,,,,,,,,,,,,,,35175,0,13924,0,0,2788,0,0,1732,17939,1580,0,0,0,Derivative Liability related to swaps,,,
97943,,,,,,,,,,,,,,2702,0,122,0,0,0,0,0,1354,1226,0,0,0,0,,Unearned Income PPP Loans,,
98351,,,,,,,,,,,,,,1036,0,741,94,178,145,25,34,201,0,0,340,0,19,UNEARNED LOAN FEE,ESCROW HOLDING,ACCRUED LOYALTY POINTS,
98463,,,,,,,,,,,,,,11970,0,1098,0,0,0,0,0,1,10606,265,0,0,801,,,,
98717,,,,,,,,,,,,,,4019,,58,0,,,,,1678,2279,4,,,,,,,
99143,,,,,,,,,,,,,,4520,0,3468,0,0,0,0,0,190,862,0,3466,0,0,,,,
99376,,,,,,,,,,,,,,41949,,16506,0,901,2270,450,,1137,22838,1468,,12885,,Miscellaneous Liabilities,Reps and Warranty Reserves,,
99442,,,,,,,,,,,,,,8365,0,3145,0,0,0,0,0,4016,1204,0,3015,0,0,,,,
99536,,,,,,,,,,,,,,22632,0,12678,0,2653,0,0,0,7516,2438,0,10025,0,0,,,,
99853,,,,,,,,,,,,,,67,0,46,0,0,0,0,0,21,0,0,0,0,0,,,,
100236,,,,,,,,,,,,,,5608,0,3858,0,0,0,0,0,564,1056,130,3131,0,0,,,,
100357,,,,,,,,,,,,,,13900,0,11452,0,0,0,0,0,1336,620,492,8553,0,596,,,,
100562,,,,,,,,,,,,,,166287,,138908,0,,57660,38431,,11048,10121,6210,,,,Low income housing fund commitments,SERP & MPL,,
100777,,,,,,,,,,,,,,3946,0,2360,0,0,1858,0,0,765,821,0,0,0,0,Other liabilities,,,
100843,,,,,,,,,,,,,,3708,0,2651,0,0,613,0,0,409,573,75,781,0,0,Interest Accrued on FHLB Adv,,,
101037,,,,,,,,,,,,,,9306,0,4717,0,0,2702,0,0,3282,1131,176,0,0,0,Deferred Orig Fee,,,
101439,,,,,,,,,,,,,,1083,0,366,0,0,366,0,0,350,367,0,0,0,0,ATM SETTLEMENT PAYABLE,DEFERRED SBA PPP LOAN FEES,,
101671,,,,,,,,,,,,,,16421,,14833,0,,9807,,,1090,421,77,,,,LT Lease Liability,,,
101738,,,,,,,,,,,,,,2275,0,1132,0,272,0,0,0,421,662,60,226,0,634,,,,
101952,,,,,,,,,,,,,,576,0,0,0,0,0,0,0,139,437,0,0,0,0,,,,
102333,,,,,,,,,,,,,,173,0,0,0,0,0,0,0,122,51,0,0,0,0,,,,
102342,,,,,,,,,,,,,,3967,0,211,0,0,0,0,0,3037,719,0,0,0,0,,,,
102557,,,,,,,,,,,,,,3451,0,2709,0,0,2697,0,0,637,105,0,0,0,0,Lease liability,,,
102874,,,,,,,,,,,,,,1436,,594,0,594,,,,349,478,15,,,,,,,
103134,,,,,,,,,,,,,,286,0,0,27,0,0,0,0,71,81,107,0,0,0,,,,
104234,,,,,,,,,,,,,,737,0,542,0,0,285,182,0,52,143,0,0,0,0,Deferred Fees on Loans,ATM Suspense,,
104542,,,,,,,,,,,,,,674,12,257,0,51,0,0,0,177,240,0,101,0,0,,,,
104971,,,,,,,,,,,,,,94,0,19,0,1,0,0,0,0,62,13,0,0,0,,,,
105026,,,,,,,,,,,,,,6051,0,2567,0,0,0,0,0,393,3044,47,2048,0,0,,,,
105473,,,,,,,,,,,,,,44290,0,10632,0,0,0,0,0,345,32584,729,7725,0,0,,,,
105530,,,,,,,,,,,,,,9873,0,9317,0,0,1556,7000,600,244,200,112,0,0,0,Unfunded Liabilities,FHLB Advances,Accrued DCP,
106359,,,,,,,,,,,,,,20484,,11484,0,,,,,3863,4037,1100,,,8793,,,,
106452,,,,,,,,,,,,,,3298,0,1248,0,0,600,0,0,98,1802,150,0,0,0,EFT Settlement,,,
106676,,,,,,,,,,,,,,506,0,21,0,0,0,0,0,410,75,0,0,0,0,,,,
107244,,,,,,,,,,,,,,612966,,326591,16643,,218805,,,44537,58173,167022,,,,Uncalled Contributions for Equity Investments,,,
107570,,,,,,,,,,,,,,3078,0,1032,0,39,75,0,0,445,1491,110,917,0,0,Low Income Housing Tax Credit Commitment Payable,,,
107758,,,,,,,,,,,,,,268,0,202,0,0,0,0,0,26,40,0,202,0,0,,,,
108072,,,,,,,,,,,,,,1024,0,176,0,0,0,0,0,53,745,50,130,0,0,,,,
108269,,,,,,,,,,,,,,2297,0,2289,0,0,0,0,0,6,2,0,2287,0,0,,,,
108652,,,,,,,,,,,,,,345,0,263,0,105,0,0,0,26,56,0,0,0,0,Witholding Taxes Payable,,,
108746,,,,,,,,,,,,,,197,0,80,0,0,0,0,0,93,24,0,0,0,0,,,,
108951,,,,,,,,,,,,,,5315,0,2780,0,0,0,0,0,1411,824,300,2674,0,0,,,,
109136,,,,,,,,,,,,,,3581,0,1837,0,0,0,0,0,796,390,558,1837,0,0,,,,
109154,,,,,,,,,,,,,,472,0,0,0,0,0,0,0,317,155,0,0,0,0,,,,
109453,,,,,,,,,,,,,,1696,0,13,72,13,0,0,0,1351,260,0,0,0,0,,,,
109574,,,,,,,,,,,,,,4634,0,3292,0,0,0,0,0,84,908,350,3292,0,0,,,,
109659,,,,,,,,,,,,,,7695,0,6010,0,0,1472,0,0,883,652,150,2619,0,0,Unamortized Loan Fees,,,
110413,,,,,,,,,,,,,,5283,,1739,0,,,,,122,3133,289,1697,,,,,,
110936,,,,,,,,,,,,,,13709,0,6912,0,0,344,918,0,1674,4727,396,0,0,5239,FIS EFT Settlement,Miscellaneous liabities,,
110945,,,,,,,,,,,,,,1331,0,2,0,0,0,0,0,495,779,55,0,0,0,Loan Processing Cash,,,
110972,,,,,,,,,,,,,,269,0,61,0,0,0,0,0,104,82,22,0,0,0,,,,
111157,,,,,,,,,,,,,,683,,369,93,13,,,,133,88,0,356,,,,,,
111205,,,,,,,,,,,,,,6093,0,1573,0,0,768,0,0,417,3993,110,0,0,689,Accrued CE Fees,,,
111942,,,,,,,,,,,,,,4758,0,2652,0,0,250,0,0,332,1285,489,0,0,0,Achievement Pay Reserve,,,
111979,,,,,,,,,,,,,,5789,0,441,0,0,0,0,0,301,5047,0,340,0,0,,,,
112163,,,,,,,,,,,,,,29664,,18831,0,,,,,5182,5651,0,6665,,12110,,,,
112332,,,,,,,,,,,,,,986,0,503,0,173,330,0,0,461,1,21,0,0,0,BOLI,,,
112510,,,,,,,,,,,,,,385,0,0,0,0,0,0,0,84,301,0,0,0,0,,,,
112556,,,,,,,,,,,,,,802,0,426,0,0,0,0,0,237,139,0,0,0,0,Ag BMP,,,
112837,22171450,0,10624382,0,0,0,0,0,11144891,129605,0,0,0,,,,,,,,,272572,,,,,,,,,
113003,,,,,,,,,,,,,,39938,,3613,31638,,1002,1738,,1,4649,37,,,,Pension 87,Fasb 106,,
113030,,,,,,,,,,,,,,1168,0,0,0,0,0,0,0,721,314,133,0,0,0,,,,
113441,,,,,,,,,,,,,,6964,0,3448,0,0,0,0,0,666,2850,0,2811,0,26,Low Income Housing,,,
113601,,,,,,,,,,,,,,24225,0,17253,0,0,0,0,0,772,1421,4779,0,0,17252,,,,
113740,,,,,,,,,,,,,,6229,,47,0,,,,,3642,1540,1000,,47,,,,,
114149,,,,,,,,,,,,,,2753,0,82,0,0,0,0,0,226,2445,0,0,0,0,,,,
114260,,,,,,,,,,,,,,28974,,8120,0,,5412,,,3535,15819,1500,,,2622,Trade Date Purchased Loans Gov Guar,,,
114457,,,,,,,,,,,,,,553,0,46,0,46,0,0,0,364,74,69,0,0,0,,,,
114774,,,,,,,,,,,,,,883,0,1,641,1,0,0,0,153,88,0,0,0,0,,,,
114840,,,,,,,,,,,,,,2091,0,132,0,0,0,0,0,517,1142,300,0,104,0,,,,
114859,,,,,,,,,,,,,,496,0,204,22,0,0,0,0,164,106,0,204,0,0,,,,
115146,,,,,,,,,,,,,,484,0,33,0,0,0,0,0,450,0,1,0,0,0,,,,
115575,,,,,,,,,,,,,,7287,0,4734,0,0,0,0,0,135,1928,490,3930,0,0,,,,
116358,,,,,,,,,,,,,,261,0,14,0,0,0,0,0,176,71,0,0,0,0,,,,
116554,,,,,,,,,,,,,,99,0,18,0,0,0,0,0,2,79,0,0,0,0,,,,
116741,,,,,,,,,,,,,,437,0,3,0,0,0,0,0,337,97,0,0,0,0,,,,
117038,,,,,,,,,,,,,,2474,180,1609,0,,2,,,717,89,59,1427,,,Dealer Reserve,,,
117074,,,,,,,,,,,,,,4877,0,4522,0,0,0,0,0,32,292,31,3292,0,0,,,,
117458,,,,,,,,,,,,,,10876,0,1653,0,0,0,0,0,2263,6935,25,1257,0,0,,,,
117775,,,,,,,,,,,,,,7072,,6203,0,98,5798,,,26,843,0,,,306,Factoring Liabilities,,,
118156,,,,,,,,,,,,,,9649,0,2600,0,0,0,0,0,5041,2008,0,2071,0,0,,,,
118660,,,,,,,,,,,,,,1266,0,1001,0,0,0,0,0,1,264,0,0,0,901,,,,
118736,,,,,,,,,,,,,,1813,0,1185,0,0,0,0,0,361,267,0,1054,0,0,,,,
119153,,,,,,,,,,,,,,826,,316,0,,,,,216,183,111,205,,,,,,
119779,,,,,,,,,,,,,,6329,,0,0,,,,,947,5165,217,,,,,,,
119872,,,,,,,,,,,,,,12277,0,9380,166,0,0,0,0,278,2103,350,2273,0,5789,,,,
120476,,,,,,,,,,,,,,304,0,17,0,0,0,0,0,172,115,0,0,0,0,,,,
120542,,,,,,,,,,,,,,1856,0,383,0,0,373,0,0,1270,153,50,0,0,0,Other Liabilities,,,
120609,,,,,,,,,,,,,,16316,0,11921,0,0,2992,0,0,151,3055,1189,0,0,3285,net post retirement liability,net pension liability,,
120953,,,,,,,,,,,,,,890,0,2,0,0,0,0,0,661,227,0,0,0,0,,,,
121642,,,,,,,,,,,,,,71863,,33030,0,,,,,11482,20816,6535,,63,32967,,,,
121651,,,,,,,,,,,,,,1604,0,0,0,0,0,0,0,635,969,0,0,0,0,,,,
121914,,,,,,,,,,,,,,3161,0,2248,0,0,729,0,0,174,739,0,0,0,0,EFT SETTLEMENT,,,
122153,,,,,,,,,,,,,,259,0,0,0,0,0,0,0,110,149,0,0,0,0,,,,
122546,,,,,,,,,,,,,,248,0,4,0,0,0,0,0,189,36,19,0,0,0,,,,
122854,,,,,,,,,,,,,,131845,,56835,0,,,,,45372,26101,3537,,18429,28093,,,,
123075,,,,,,,,,,,,,,226,0,98,0,0,0,0,0,2,126,0,0,0,0,,,,
123374,,,,,,,,,,,,,,467,0,251,0,86,0,0,0,181,35,0,0,0,0,,,,
124344,,,,,,,,,,,,,,7144,0,4490,0,51,0,0,0,2240,164,250,311,2210,1626,,,,
124830,,,,,,,,,,,,,,840,0,90,0,0,0,0,0,548,174,28,0,0,0,,,,
125154,,,,,,,,,,,,,,18100,,13200,0,,5169,,,71,4748,81,,,8030,RETIREMENT BENEFIT OBLIGATION,,,
125855,,,,,,,,,,,,,,4965,0,0,0,0,0,0,0,670,4295,0,0,0,0,,,,
125873,,,,,,,,,,,,,,455,0,45,0,0,0,0,0,0,410,0,0,0,0,,,,
126012,,,,,,,,,,,,,,12064,132,8280,0,2,0,0,0,499,3035,250,7044,0,1064,,,,
126049,,,,,,,,,,,,,,229,0,0,0,0,0,0,0,131,97,1,0,0,0,,,,
126375,,,,,,,,,,,,,,2287,0,1227,0,0,0,0,0,372,688,0,0,0,0,,,,
126553,,,,,,,,,,,,,,2931,,1767,0,,339,542,,517,647,0,,16,,Mortgage Liability,Banker's Acceptance,,
126834,,,,,,,,,,,,,,4893,0,302,0,0,285,0,0,4299,292,0,0,0,0,Funds Owed to Branches,,,
127055,,,,,,,,,,,,,,1899,0,0,0,0,0,0,0,350,1549,0,0,0,0,,,,
127224,,,,,,,,,,,,,,1232,0,0,0,0,0,0,0,519,713,0,0,0,0,,,,
128258,,,,,,,,,,,,,,273,0,0,5,0,0,0,0,118,100,50,0,0,0,,,,
128904,,,,,,,,,,,,,,489954,,285785,0,,130783,,,17054,175553,11562,,,,Tax Credit Investments Commitments,,,
129349,,,,,,,,,,,,,,2079,0,1221,44,0,0,0,0,282,420,112,991,0,0,,,,
129358,,,,,,,,,,,,,,1812,0,824,0,0,527,0,0,342,430,216,0,0,217,Deferred Contract Incentives,,,
129732,,,,,,,,,,,,,,169256,,79362,0,,55280,,,20264,66961,2669,,,,A/P - Due to Broker/Counterparty,,,
129853,,,,,,,,,,,,,,1012,0,48,189,0,0,0,0,510,265,0,0,0,0,,,,
129910,,,,,,,,,,,,,,5316,0,2769,0,0,0,0,0,837,1628,82,2310,0,0,,,,
130345,,,,,,,,,,,,,,6837,0,939,0,0,463,331,0,184,5577,137,0,0,0,ATM SETTLEMENT,ACCRUED PTO,,
130541,,,,,,,,,,,,,,54896,,40778,0,19669,,,,4413,9000,705,252,,,,,,
131436,,,,,,,,,,,,,,5060,,3132,0,,,,,104,1208,616,3095,,,,,,
131717,,,,,,,,,,,,,,482,,103,0,,,,,127,252,0,,,,,,,
131940,,,,,,,,,,,,,,727,0,487,0,0,0,0,0,109,53,78,487,0,0,,,,
132107,,,,,,,,,,,,,,34679,0,15029,0,0,0,0,0,1189,17631,830,3304,8907,0,,,,
132451,,,,,,,,,,,,,,811,0,6,0,0,0,0,0,729,76,0,0,0,0,,,,
132778,,,,,,,,,,,,,,286,0,119,0,0,0,0,0,4,162,1,40,0,0,,,,
132938,,,,,,,,,,,,,,675,0,121,0,0,0,0,0,249,278,27,0,0,0,,,,
133579,,,,,,,,,,,,,,8972,,7505,0,,2127,2409,,21,1235,211,2001,,,RETIREMENT PLAN,ESCROW RESERVE,,
133850,,,,,,,,,,,,,,16650,0,1877,0,741,0,0,0,2539,10249,1985,0,0,926,,,,
133971,,,,,,,,,,,,,,6761,0,5174,0,0,0,0,0,78,1497,12,4922,0,0,,,,
134156,,,,,,,,,,,,,,1549,0,75,554,0,0,0,0,204,704,12,0,0,0,,,,
134437,,,,,,,,,,,,,,14094,0,8100,0,0,0,0,0,1840,3849,305,7417,0,0,,,,
134455,,,,,,,,,,,,,,1851,0,873,0,0,0,0,0,646,332,0,868,0,0,,,,
134848,,,,,,,,,,,,,,1273,0,154,0,0,0,0,0,1007,93,19,154,0,0,,,,
135836,,,,,,,,,,,,,,830,0,0,0,0,0,0,0,198,610,22,0,0,0,,,,
135854,,,,,,,,,,,,,,806,0,146,120,0,0,0,0,436,94,10,0,0,0,,,,
136048,,,,,,,,,,,,,,2018,0,587,0,0,570,0,0,965,466,0,0,0,0,Retiree Benefit Plan,,,
136338,,,,,,,,,,,,,,3074,282,877,0,0,595,0,0,331,1866,0,0,0,0,Employee Benefit Liab,,,
136655,,,,,,,,,,,,,,891,0,344,0,0,0,0,0,458,89,0,344,0,0,,,,
137205,,,,,,,,,,,,,,21507,0,11656,0,0,0,0,0,640,7970,1241,7061,0,0,,,,
137447,,,,,,,,,,,,,,4468,0,2092,0,0,0,0,0,1519,763,94,2092,0,0,,,,
137456,,,,,,,,,,,,,,378,0,0,0,0,0,0,0,222,156,0,0,0,0,,,,
137559,,,,,,,,,,,,,,533,0,68,0,0,0,0,0,365,100,0,0,0,0,,,,
137643,,,,,,,,,,,,,,977,0,267,0,0,0,0,0,386,324,0,207,0,0,,,,
137652,,,,,,,,,,,,,,24118,,10771,5927,4274,,,,498,6833,89,,,3802,,,,
137915,,,,,,,,,,,,,,226322,,118039,66034,899,105956,,,81,36538,5630,,,,Lease liability,,,
138051,,,,,,,,,,,,,,999,0,0,153,0,0,0,0,820,26,0,0,0,0,,,,
138257,,,,,,,,,,,,,,467,0,114,0,0,0,0,0,306,22,25,0,0,0,,,,
138556,,,,,,,,,,,,,,1370,0,1052,0,0,0,0,0,239,71,8,1035,0,0,,,,
139133,,,,,,,,,,,,,,3770,,2885,0,,,,,443,442,0,1979,,906,,,,
139478,,,,,,,,,,,,,,2047,0,394,0,26,361,0,0,1,1600,52,0,0,0,Bill Payment Clearing,,,
139553,,,,,,,,,,,,,,8356,0,1039,0,0,921,0,0,1872,5218,227,0,0,0,Debit Card Settlement,,,
139656,,,,,,,,,,,,,,29400,,11552,0,,,,,5451,10951,1446,,3974,3806,,,,
139740,,,,,,,,,,,,,,33864,,20010,0,,,,,6865,4445,2544,,15515,,,,,
139843,,,,,,,,,,,,,,24471,,15101,0,,,8977,,2547,4888,1935,,,,,Collateral held for derivative position,,
140157,,,,,,,,,,,,,,1112,0,80,0,0,0,0,0,626,406,0,80,0,0,,,,
