IDRSSD,RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDB556,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,TEXT3549,TEXT3550,TEXT3551,
52951,,,,,,,,,,,,,,,,,,,241,1323,2059,7303,0,339,0,0,0,3582,0,0,0,0,0,0,0,0,Federal Income Tax Receivable,State Income Tax Receivable,,
53051,,,,,,,,,,,,,,,,,,,0,5,0,555,0,36,0,0,0,514,0,0,0,0,0,0,0,0,,,,
54058,,,,,,,,,,,,,,,,,,,,1948,417,8776,,404,303,,,6007,,,,,0,0,0,0,Accrued Income Tax Receivable,,,
54656,,,,,,,,,,,,,,,,,,,,2950,0,31878,421,921,,,,9465,,,,,0,14295,0,4247,,,,
54973,,,,,,,,,,,,,,,,,,,,133598,122927,523197,,39955,23637,,,29003,,,,,0,67531,130183,0,Prepaid Pension Benefit,,,
55336,,,,,,,,,,,,,,,,,,,0,3053,2811,13564,1569,2467,0,0,0,2351,0,0,0,0,0,2882,0,0,,,,
55635,,,,,,,,,,,,,,,,,,,0,176,251,2700,373,1547,0,0,0,726,0,0,0,0,0,0,0,0,,,,
55653,,,,,,,,,,,,,,,,,,,0,315,76,1016,0,51,0,0,0,574,0,0,0,0,0,0,0,0,,,,
55970,,,,,,,,,,,,,,,,,,,0,1362,2255,26252,865,977,0,0,0,1913,0,0,0,0,0,15446,0,4299,,,,
56258,,,,,,,,,,,,,,,,,,,0,8,0,9521,109,3350,0,0,0,1832,0,0,0,0,0,4331,0,0,,,,
56351,,,,,,,,,,,,,,,,,,,,10648,8157,110639,5463,14446,4788,,,17370,,,,,0,60018,0,0,Right of Use Asset,,,
56548,,,,,,,,,,,,,,,,,,,0,5128,3412,20791,453,1590,573,0,0,2217,0,0,0,0,0,8444,0,0,Tax Receivable,,,
56717,,,,,,,,,,,,,,,,,,,0,3206,8391,47326,1475,4050,0,1829,0,3993,0,0,0,0,0,23210,0,4476,FIXED ANNUITY INVESTMENTS,ROU Lease Assets,,
57451,,,,,,,,,,,,,,,,,,,0,2035,6049,20119,591,916,0,0,0,3120,0,0,0,0,0,7999,0,0,,,,
58225,,,,,,,,,,,,,,,,,,,0,417,2886,13820,585,922,0,0,0,1464,0,75,0,0,0,6921,0,1210,,,,
58243,,,,,,,,,,,,,,,,,,,,37661,15640,310338,7702,95714,13650,,,25805,61858,5466,6419,,0,96114,39404,0,NMTC Receivable,,,
58355,,,,,,,,,,,,,,,,,,,0,556,0,1413,95,95,0,0,0,255,0,0,0,0,0,507,0,0,,,,
58551,,,,,,,,,,,,,,,,,,,0,0,0,10420,0,747,108,267,118,2869,0,0,0,0,0,6279,0,525,WARRANTS,FHLB STOCK,Bankers Bancorp Stock,
58636,,,,,,,,,,,,,,,,,,,0,1885,3896,22615,903,2990,705,0,0,2599,0,0,1255,0,0,4412,0,6833,PROPERTY PURCHASED FOR CUSTOMER OUTINGS,,,
58757,,,,,,,,,,,,,,,,,,,0,1333,2729,10601,196,1226,680,299,0,2973,0,0,0,0,0,2340,0,0,Agency Receivable,SBA Receivable,,
58971,,,,,,,,,,,,,,,,,,,,50662,51718,251860,,27653,,,,38242,,,,,0,83585,0,0,,,,
59316,,,,,,,,,,,,,,,,,,,0,6443,21707,93817,8775,11217,0,0,0,8329,0,0,0,0,0,35652,1353,9116,,,,
59352,,,,,,,,,,,,,,,,,,,0,363,785,12028,217,488,0,0,0,2512,0,0,0,0,0,7880,0,0,,,,
59370,,,,,,,,,,,,,,,,,,,0,528,1586,15942,820,944,71,7,0,1077,0,33,13,0,0,9149,0,2658,Income Tax Receivable,Other Assets,,
59754,,,,,,,,,,,,,,,,,,,0,1151,17,3260,696,1491,0,0,0,601,0,0,625,0,0,0,0,0,,,,
60143,0,863000,1146000,5682000,0,1938000,1080000,0,0,315000,0,0,0,0,0,1392000,28000,0,,863000,,,,,,,,,,,,,,,,,Pension plan assets,,,
60330,,,,,,,,,,,,,,,,,,,,1246,2513,38509,2325,6266,,,,3850,3273,,,,0,16878,0,7756,,,,
60545,,,,,,,,,,,,,,,,,,,0,831,498,3831,69,69,0,0,0,2433,0,0,0,0,0,0,0,0,,,,
60554,,,,,,,,,,,,,,,,,,,0,409,0,2283,0,29,0,0,0,1211,0,0,0,0,0,634,0,0,,,,
60648,,,,,,,,,,,,,,,,,,,0,712,3864,14523,0,722,0,0,0,2055,0,0,0,0,0,6183,0,987,,,,
61122,,,,,,,,,,,,,,,,,,,32,3395,10334,87804,3256,18719,12850,,,7089,,,,,0,48267,0,0,Pension asset,,,
61355,,,,,,,,,,,,,,,,,,,0,8680,8856,55017,2055,5367,0,0,0,7273,0,0,0,0,0,24841,0,0,,,,
61476,,,,,,,,,,,,,,,,,,,0,16604,4671,53901,275,1095,0,0,0,4367,0,0,724,0,0,25465,0,1699,,,,
61757,,,,,,,,,,,,,,,,,,,,1199,1070,14942,251,427,,,160,2052,,,,,0,10194,0,0,,,Debit Card Settlement,
61832,,,,,,,,,,,,,,,,,,,0,1405,5403,20597,302,416,0,0,0,2740,0,0,0,0,0,5501,0,5132,,,,
61953,,,,,,,,,,,,,,,,,,,0,266,0,845,0,39,0,0,0,540,0,0,0,0,0,0,0,0,,,,
62044,,,,,,,,,,,,,,,,,,,0,770,0,5769,406,3448,0,0,0,876,0,0,0,0,0,675,0,0,,,,
62110,,,,,,,,,,,,,,,,,,,0,126,176,514,0,158,155,0,0,54,0,0,0,0,0,0,0,0,Account receivable owed from Clients,,,
62147,,,,,,,,,,,,,,,,,,,0,646,0,3120,93,190,0,0,0,434,0,0,0,0,0,1850,0,0,,,,
63050,,,,,,,,,,,,,,,,,,,0,490,3606,14421,0,161,0,0,0,2193,0,0,0,0,0,7971,0,0,,,,
63069,0,304115,780434,2942655,0,996492,491465,0,0,451662,0,0,0,0,0,106209,303743,0,,304115,,,,,,,,,,,,,,,,,Affordable Housing Investments commitment,,,
63201,,,,,,,,,,,,,,,,,,,0,725,1817,7029,709,928,0,0,0,1166,0,0,0,0,0,2393,0,0,,,,
63573,,,,,,,,,,,,,,,,,,,0,1676,2538,8145,757,2303,1462,0,0,1628,0,0,0,0,0,0,0,0,Prepaid Pension Obligation,,,
63733,,,,,,,,,,,,,,,,,,,,5252,10764,58600,1069,6612,3530,,,7594,,210,,,0,23005,0,5373,Insurance Annuity Asset,,,
64150,,,,,,,,,,,,,,,,,,,0,978,0,8863,0,751,0,0,0,2275,0,300,0,0,0,4859,0,0,,,,
64552,,,,,,,,,,,,,,,,,,,,1399,1343,15195,,5856,,,,1540,,,,3555,0,5057,0,0,,,,
64730,,,,,,,,,,,,,,,,,,,0,669,3817,5758,0,162,0,0,0,1110,0,0,0,0,0,0,0,0,OTHER,,,
65205,,,,,,,,,,,,,,,,,,,0,922,3233,55526,965,2087,0,0,0,3198,0,65,0,0,0,32600,0,13486,,,,
65559,,,,,,,,,,,,,,,,,,,,621,11860,31921,711,888,,,,6962,,76,,,0,11590,0,0,,,,
65858,,,,,,,,,,,,,,,,,,,0,838,2169,42695,2088,12027,6157,0,0,11523,0,0,0,0,0,14533,0,1605,Artwork,,,
66154,,,,,,,,,,,,,,,,,,,0,1180,376,10049,441,665,0,0,0,1703,0,0,0,0,0,6125,0,0,,,,
66275,,,,,,,,,,,,,,,,,,,0,2368,1761,15930,718,2497,737,0,0,7761,0,0,1019,0,0,1543,0,0,Tax Refund,,,
67142,,,,,,,,,,,,,,,,,,,0,2625,0,4652,371,973,0,0,0,1054,0,521,0,0,0,0,0,0,,,,
67151,,,,,,,,,,,,,,,,,,,0,1061,0,9577,0,4267,0,0,0,4249,3069,0,0,0,0,0,0,0,,,,
67209,,,,,,,,,,,,,,,,,,,0,7213,10827,47119,0,4390,0,0,0,5954,2585,0,0,0,0,18735,0,0,,,,
67254,,,,,,,,,,,,,,,,,,,0,0,0,149,0,94,0,0,0,55,0,0,0,0,0,0,0,0,,,,
67656,,,,,,,,,,,,,,,,,,,,1288,16585,30517,1222,3830,,,,5830,,,,,0,2984,0,0,,,,
67870,,,,,,,,,,,,,,,,,,,0,1670,2344,18790,0,1196,629,0,0,1704,0,0,0,0,0,7273,0,4603,AR - SBA GUARANTEE,,,
68671,,,,,,,,,,,,,,,,,,,0,103,0,3076,838,1715,0,0,0,1258,650,0,0,0,0,0,0,0,,,,
68756,,,,,,,,,,,,,,,,,,,,1752,0,23738,821,4240,3281,,,8058,,,,,0,9688,0,0,NSF Non Post Cash Items,,,
68831,,,,,,,,,,,,,,,,,,,0,1030,835,6844,0,523,0,0,0,1030,0,0,0,0,0,3426,0,0,,,,
69333,,,,,,,,,,,,,,,,,,,,4838,0,48621,1495,3690,1801,,,6392,,,,,0,33701,0,0,Right of Use Lease Asset,,,
69678,,,,,,,,,,,,,,,,,,,0,1211,3861,12812,1644,4455,1061,0,0,3285,0,71,0,0,0,0,0,0,Trust Fees Receivable,,,
70218,,,,,,,,,,,,,,,,,,,,821,261,8836,,7302,6873,,,452,,,,,0,0,0,0,Right of Use Asset,,,
70414,,,,,,,,,,,,,,,,,,,0,3098,4626,29205,2349,3806,0,0,0,2377,0,0,0,0,0,13526,0,1772,,,,
70638,,,,,,,,,,,,,,,,,,,0,2383,0,13011,944,1935,0,0,0,4297,0,0,0,0,0,3085,177,1134,,,,
70955,,,,,,,,,,,,,,,,,,,0,0,0,394,0,87,0,0,0,307,0,0,0,0,0,0,0,0,,,,
71073,,,,,,,,,,,,,,,,,,,0,2579,840,8217,166,417,0,0,0,535,0,0,247,0,0,1303,0,2543,,,,
71457,,,,,,,,,,,,,,,,,,,0,6588,3640,23694,984,1021,0,0,0,6451,0,0,0,0,0,5994,0,0,,,,
71859,,,,,,,,,,,,,,,,,,,0,139,84,862,0,586,0,0,0,53,0,0,450,0,0,0,0,0,,,,
72258,,,,,,,,,,,,,,,,,,,0,550,0,7778,589,723,22,112,0,6505,0,0,0,0,0,0,0,0,Accrued Principal Receivable - Mortgage Backed Securities,AR Trust Income,,
72351,,,,,,,,,,,,,,,,,,,0,114,0,815,120,125,0,0,0,576,0,0,0,0,0,0,0,0,,,,
72454,,,,,,,,,,,,,,,,,,,0,142,797,2056,266,287,0,0,0,830,0,0,0,0,0,0,0,0,,,,
72678,,,,,,,,,,,,,,,,,,,0,1562,7241,32564,1554,1585,0,0,0,2313,0,0,31,0,0,19863,0,0,,,,
73116,,,,,,,,,,,,,,,,,,,0,830,6053,16298,802,1000,0,0,0,1999,0,0,0,0,0,6416,0,0,,,,
73152,,,,,,,,,,,,,,,,,,,0,327,0,5890,123,123,0,0,0,1273,0,0,0,0,0,3406,0,761,,,,
73554,,,,,,,,,,,,,,,,,,,0,3611,0,12343,420,926,0,0,0,4456,0,295,0,0,0,3350,0,0,,,,
73956,,,,,,,,,,,,,,,,,,,0,217,106,1841,59,62,0,0,0,415,0,0,0,0,0,1041,0,0,,,,
74056,,,,,,,,,,,,,,,,,,,0,1167,460,8506,268,2419,2151,0,0,2865,0,0,0,0,2,1593,0,0,TAX CREDIT INVESTMENTS,,,
74140,,,,,,,,,,,,,,,,,,,,15475,7602,77966,,12648,6247,,,7859,,,,,0,31493,0,2889,Investment in Low Income Housing,,,
74403,,,,,,,,,,,,,,,,,,,,4298,7769,35319,1596,3500,,,,3932,,,,,0,15820,0,0,,Rabbi Trust Asset,,
74449,,,,,,,,,,,,,,,,,,,0,25,0,154,0,29,0,0,0,100,0,0,0,0,0,0,0,0,,,,
75259,,,,,,,,,,,,,,,,,,,0,1425,1653,31142,2162,3494,0,0,0,4002,0,0,662,0,0,19815,0,753,,,,
75446,,,,,,,,,,,,,,,,,,,0,4152,420,16896,323,573,0,0,0,3298,0,0,0,0,0,8453,0,0,,,,
75455,,,,,,,,,,,,,,,,,,,0,0,0,262,0,0,0,0,0,262,0,0,0,0,0,0,0,0,,,,
75633,0,3228023,2669581,12606812,0,1231377,0,0,0,1021669,0,338576,487898,0,37,1684874,2286857,484394,,,,,,,,,,,,,,,,,,,All other assets (Derived from Worksheet),All other assets (Derived from Worksheet),All other assets (Derived from Worksheet),
75651,,,,,,,,,,,,,,,,,,,0,574,516,3819,0,209,0,0,0,565,0,0,0,0,0,1955,0,0,,,,
76153,,,,,,,,,,,,,,,,,,,27,458,0,1376,28,205,,,,565,,,,,0,148,0,0,,,,
76443,,,,,,,,,,,,,,,,,,,0,145,0,880,113,207,0,0,0,528,0,0,0,0,0,0,0,0,,,,
76854,,,,,,,,,,,,,,,,,,,0,1318,3859,20075,421,1172,0,0,0,2355,94,0,0,0,0,8373,0,2998,,,,
77150,,,,,,,,,,,,,,,,,,,,528,310,1572,,88,,,,646,,,,,0,0,0,0,,,,
77253,,,,,,,,,,,,,,,,,,,186,3105,0,25911,687,3274,0,0,2400,3572,0,0,0,0,0,15960,0,0,,,DIVERSIFIED LENDING - FACTORING,
77422,,,,,,,,,,,,,,,,,,,0,861,1078,9804,397,2579,43,1773,0,536,0,0,269,0,0,2478,0,2272,NQ Deferred Comp,Annuity Contracts,,
77851,,,,,,,,,,,,,,,,,,,,33582,13442,178395,17353,25231,,,,21843,,,,,0,84297,0,0,,,,
78157,,,,,,,,,,,,,,,,,,,0,100,0,452,0,93,0,0,0,259,0,0,0,0,0,0,0,0,,,,
78241,,,,,,,,,,,,,,,,,,,0,268,618,1753,0,139,0,0,0,728,0,0,0,0,0,0,0,0,,,,
78559,,,,,,,,,,,,,,,,,,,0,296,638,2673,348,869,0,0,0,870,0,0,350,0,0,0,0,0,,,,
79042,,,,,,,,,,,,,,,,,,,,3394,4010,20886,,62,,,,4736,,,,,0,8557,0,127,,,,
79127,,,,,,,,,,,,,,,,,,,4,334,0,3827,126,181,0,0,0,405,0,0,37,0,0,2907,0,0,,,,
79145,,,,,,,,,,,,,,,,,,,0,2324,640,4505,189,315,0,0,0,1226,0,0,0,0,0,0,0,0,,,,
79257,,,,,,,,,,,,,,,,,,,0,296,0,666,0,60,0,0,0,310,0,0,0,0,0,0,0,0,,,,
79855,,,,,,,,,,,,,,,,,,,0,457,0,3498,385,1696,1074,49,0,1345,0,0,0,0,0,0,0,0,Other Assets,CURRENT INCOME TAX,,
80150,,,,,,,,,,,,,,,,,,,0,855,553,23553,1026,1214,84,100,0,8984,0,0,0,0,0,9879,0,2068,Agency Accounts Receivable,Debit Card Escrow Account,,
80374,,,,,,,,,,,,,,,,,,,0,361,890,10189,400,540,0,0,0,719,0,0,0,0,0,7679,0,0,,,,
80431,,,,,,,,,,,,,,,,,,,0,97,160,924,0,108,0,0,0,559,0,0,0,0,0,0,0,0,,,,
81175,,,,,,,,,,,,,,,,,,,0,1855,740,12201,813,1770,0,0,0,3781,0,0,0,0,0,4055,0,0,,,,
82033,,,,,,,,,,,,,,,,,,,0,726,0,16563,249,6427,3456,0,0,1915,0,0,0,0,0,7495,0,0,UNREALIZED GAIN/(LOSS) - AFS,,,
82257,,,,,,,,,,,,,,,,,,,0,90,73,602,0,32,0,0,0,407,0,0,0,0,0,0,0,0,,,,
82350,,,,,,,,,,,,,,,,,,,0,71,1040,2826,86,121,0,0,0,373,0,0,0,0,0,1221,0,0,,,,
83375,,,,,,,,,,,,,,,,,,,0,1422,0,36912,0,5570,2682,0,0,7150,0,0,0,0,0,20024,0,2746,Art,,,
83638,,56412,48346,517033,,121909,,,,51515,63218,,27853,,0,238851,0,0,,56412,,,,,,,,,,,,,,,,,,,,
83834,,,,,,,,,,,,,,,,,,,0,1420,0,5838,177,422,217,0,0,1016,0,0,0,0,0,2980,0,0,Cash Settlement - Credit Cards,,,
83852,,,,,,,,,,,,,,,,,,,0,28,110,647,0,126,0,0,0,383,0,0,0,0,0,0,0,0,,,,
83955,,,,,,,,,,,,,,,,,,,0,172,525,4041,87,87,0,0,0,1569,0,0,0,0,0,1688,0,0,,,,
84046,,,,,,,,,,,,,,,,,,,0,136,1547,2969,0,0,0,0,0,377,0,0,0,0,0,0,909,0,,,,
84541,,,,,,,,,,,,,,,,,,,0,14070,12321,82366,2718,3582,217,275,0,17909,162,0,0,0,0,16941,0,17543,Enhance MS LLC,Credit Card Clearing,,
85052,,,,,,,,,,,,,,,,,,,0,595,5027,8657,478,485,0,0,0,879,0,0,0,0,0,1671,0,0,,,,
85472,,,,,,,,,,,,,,,,,,,,99455,49113,603585,,137573,,,,49577,106575,,,,0,109468,112194,46205,,,,
85931,,,,,,,,,,,,,,,,,,,0,1654,2134,7762,221,279,0,0,0,1300,0,0,0,0,0,2395,0,0,,,,
86349,,,,,,,,,,,,,,,,,,,29,1833,0,10717,1232,4840,2880,0,0,4044,0,0,0,0,0,0,0,0,Def Comp Trust,,,
86675,,,,,,,,,,,,,,,,,,,0,4325,10795,32711,1226,1398,0,0,0,813,0,0,0,0,0,15380,0,0,,,,
87047,,,,,,,,,,,,,,,,,,,0,446,2530,9594,224,224,0,0,0,1017,0,0,0,0,0,5377,0,0,,,,
87234,,,,,,,,,,,,,,,,,,,0,2064,3332,38971,0,12281,5447,0,0,2810,0,0,0,0,0,15870,0,2614,Investment in Subisidiaries,,,
87476,,,,,,,,,,,,,,,,,,,0,1987,891,8573,204,521,0,0,0,574,0,0,0,0,0,4600,0,0,,,,
87579,,,,,,,,,,,,,,,,,,,,3032,4290,26988,968,3066,,,,2029,,,,,0,10158,0,4413,,,,
88231,,,,,,,,,,,,,,,,,,,0,3307,5700,48490,1827,8838,1487,2420,52,4589,2764,5,101,0,0,26056,0,0,Mortgage Loans In Process,ROU Assets,Best Effort Asset,
88259,,,,,,,,,,,,,,,,,,,0,280,0,3041,0,53,0,0,0,802,0,0,0,0,0,1906,0,0,,,,
88352,,,,,,,,,,,,,,,,,,,,0,0,9176,166,342,10,158,,1612,,8,,,0,5955,0,1267,"Bedias Mineral Interests, Inc - Subsidiary",Right-of-Use Assets,,
88455,,,,,,,,,,,,,,,,,,,0,1227,3669,31122,2309,4577,0,0,0,11804,0,0,0,0,0,7987,117,1741,,,,
89032,,,,,,,,,,,,,,,,,,,0,1022,471,4887,332,338,0,0,0,872,0,0,0,0,0,2019,0,165,,,,
89135,,,,,,,,,,,,,,,,,,,0,174,0,3578,121,162,0,0,0,351,0,41,0,0,0,1311,0,1580,,,,
89854,,,,,,,,,,,,,,,,,,,0,1000,178,5843,467,467,0,0,0,1148,0,0,0,0,0,3050,0,0,,,,
89957,,,,,,,,,,,,,,,,,,,0,965,344,4287,0,970,0,0,0,696,0,0,0,0,0,1312,0,0,,,,
90047,,,,,,,,,,,,,,,,,,,0,0,0,410,52,52,0,0,0,358,0,0,0,0,0,0,0,0,,,,
90177,,,,,,,,,,,,,,,,,,,0,3299,11,10784,459,968,470,0,0,1389,0,0,0,0,0,1298,0,3819,Deferred Loan,,,
90328,,,,,,,,,,,,,,,,,,,0,3372,4987,48260,5928,13528,4820,0,0,3676,0,0,0,0,0,22697,0,0,Annuity Contracts,,,
90337,,,,,,,,,,,,,,,,,,,,2672,0,23062,1532,2390,,,,886,,,,,0,17114,0,0,,,,
90579,,,,,,,,,,,,,,,,,,,0,1098,7293,19877,914,1430,0,0,0,1952,0,0,0,0,0,7059,0,1045,,,,
91615,,,,,,,,,,,,,,,,,,,0,253,1069,5092,427,448,21,0,0,706,0,0,0,0,0,2616,0,0,Net Current Tax Assets,,,
91754,,,,,,,,,,,,,,,,,,,,2581,0,24791,991,1298,,,,5476,,68,135,,0,10403,0,5033,,,,
91950,,,,,,,,,,,,,,,,,,,0,36,445,3496,0,94,0,0,0,522,0,0,0,0,0,2399,0,0,,,,
92144,,,,,,,,,,,,,,,,,,,0,92,513,2142,0,0,0,0,0,336,0,0,0,0,0,1201,0,0,,,,
92676,,,,,,,,,,,,,,,,,,,,2641,4377,31772,889,1415,,,,2598,,,,,0,17383,0,3358,,,,
92706,,,,,,,,,,,,,,,,,,,0,1227,5851,22189,2086,3076,0,0,0,1306,0,168,0,0,0,4878,0,5851,,,,
92902,,,,,,,,,,,,,,,,,,,0,46,0,343,0,197,125,0,0,100,0,0,0,0,0,0,0,0,ADVANCES TO NOT FOR PROFIT,,,
93244,,,,,,,,,,,,,,,,,,,0,4011,0,13018,604,1031,0,0,0,2156,0,0,0,0,0,5820,0,0,,,,
93543,,,,,,,,,,,,,,,,,,,0,2517,2733,27163,0,7924,2542,0,0,3373,0,0,0,0,0,6753,0,3863,Cinnaire & Merchants Capital Community Investment Fund,,,
93619,0,81,0,11943,0,11862,0,0,0,0,0,0,11862,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
94139,,,,,,,,,,,,,,,,,,,0,1972,4704,35758,1651,2865,0,0,0,2960,0,0,0,0,0,23257,0,0,,,,
94522,,,,,,,,,,,,,,,,,,,0,1168,3523,39320,1462,3854,0,0,0,4007,0,0,0,0,0,20172,2277,4319,,,,
94755,,,,,,,,,,,,,,,,,,,0,823,2446,11411,0,63,0,0,0,2741,0,0,0,0,0,5338,0,0,,,,
94858,,,,,,,,,,,,,,,,,,,0,540,0,2588,0,21,0,0,0,2027,0,0,0,0,0,0,0,0,,,,
95051,,,,,,,,,,,,,,,,,,,,4193,9503,17525,,2421,,,,1408,,,2135,,0,0,0,0,,,,
95677,,,,,,,,,,,,,,,,,,,0,747,706,2054,133,146,0,0,0,455,0,0,0,0,0,0,0,0,,,,
96553,,,,,,,,,,,,,,,,,,,0,314,0,1864,368,418,50,0,0,1132,0,0,0,0,0,0,0,0,Railpark,CDARS outgoing RBP,,
97055,,,,,,,,,,,,,,,,,,,0,2899,1595,11059,678,1003,0,247,78,5562,0,0,0,0,0,0,0,0,DDA Suspense,Accrued Expenses with negative balances,NE Fund XV & XVII,
97279,,,,,,,,,,,,,,,,,,,0,126,179,1426,273,374,60,33,8,247,0,0,0,0,0,0,500,0,Accrued Federal Income Tax,Accrued State Financial Income Tax,Accrued Travel and Accrued Auditing,
97457,,,,,,,,,,,,,,,,,,,0,828,0,5405,0,230,0,0,0,2242,0,0,0,0,0,1474,0,631,,,,
97804,,,,,,,,,,,,,,,,,,,0,10667,9509,73474,0,19291,8486,0,0,4651,0,0,0,0,0,29356,0,0,Prepaid Pension Asset,,,
97943,,,,,,,,,,,,,,,,,,,0,2183,763,8171,93,153,0,0,0,5072,0,0,0,0,0,0,0,0,,,,
98351,,,,,,,,,,,,,,,,,,,0,199,636,4733,94,619,139,44,342,741,0,0,0,0,0,2538,0,0,WARRANTS,VISA CLEARING,BANK GL SUSPENSE,
98463,,,,,,,,,,,,,,,,,,,0,2820,18933,49613,1177,1979,0,801,0,4113,0,0,0,0,0,16702,4051,1015,,Right of Use Asset,,
98717,,,,,,,,,,,,,,,,,,,,630,5632,12493,469,537,,,,745,,,,,0,4949,0,0,,,,
99143,,,,,,,,,,,,,,,,,,,0,2489,3409,18592,1096,1861,0,0,0,3107,0,0,0,0,0,5861,0,1865,,,,
99376,,,,,,,,,,,,,,,,,,,,9843,4220,64802,4619,34276,,,1102,16419,13699,,14856,,44,0,0,0,,,Miscellaneous Assets,
99442,,,,,,,,,,,,,,,,,,,0,749,6399,30105,348,4134,0,0,0,7609,0,0,0,0,0,9719,0,1495,,,,
99536,,,,,,,,,,,,,,,,,,,0,1228,2160,26427,2357,2431,0,0,0,4474,0,0,0,0,0,2060,0,14074,,,,
99853,,,,,,,,,,,,,,,,,,,0,0,903,1379,171,208,0,0,0,268,0,0,0,0,0,0,0,0,,,,
100236,,,,,,,,,,,,,,,,,,,0,317,0,7524,514,679,136,0,0,1618,0,0,0,0,0,4910,0,0,Construction in Process,,,
100357,,,,,,,,,,,,,,,,,,,5,5002,0,40328,850,1302,0,0,0,7818,0,0,0,0,0,23233,2973,0,,,,
100562,,,,,,,,,,,,,,,,,,,,19978,116977,429639,,118632,96219,,,35527,,,,,0,138525,0,0,Low income housing funds,,,
100777,,,,,,,,,,,,,,,,,,,0,773,4684,28700,0,1604,0,0,0,2929,0,0,988,0,0,18710,0,0,,,,
100843,,,,,,,,,,,,,,,,,,,29,9592,0,21400,1040,1561,0,0,0,4216,0,0,0,0,0,3903,0,2128,,,,
101037,,,,,,,,,,,,,,,,,,,0,606,14418,24103,1070,3921,0,0,0,5158,0,0,0,0,0,0,0,0,,,,
101439,,,,,,,,,,,,,,,,,,,10,192,0,2912,903,915,0,0,0,1805,0,0,0,0,0,0,0,0,,,,
101671,,,,,,,,,,,,,,,,,,,,1925,5443,45078,,13245,10462,,,3408,,,,,0,21057,0,0,capital lease assets,,,
101738,,,,,,,,,,,,,,,,,,,0,865,0,6057,217,479,0,0,0,1685,0,0,208,0,0,3028,0,0,,,,
101952,,,,,,,,,,,,,,,,,,,0,1455,0,6586,162,162,0,0,0,902,0,0,0,0,0,3397,0,670,,,,
102333,,,,,,,,,,,,,,,,,,,1,0,942,1401,125,180,4,10,40,279,0,0,0,0,0,0,0,0,Miscellaneous assets,Carputty loan Premium,Overdrafts,
102342,,,,,,,,,,,,,,,,,,,0,1510,124,4391,180,240,0,0,0,2517,0,0,0,0,0,0,0,0,,,,
102557,,,,,,,,,,,,,,,,,,,0,654,153,3258,150,172,0,0,0,622,0,0,0,0,0,1657,0,0,Credit Card Line - Secured,,,
102874,,,,,,,,,,,,,,,,,,,,1386,363,2670,177,189,,,,732,,,,,0,0,0,0,,,,
103134,,,,,,,,,,,,,,,,,,,0,675,0,3071,0,99,0,0,0,426,0,0,0,0,0,1871,0,0,,,,
104234,,,,,,,,,,,,,,,,,,,0,149,1780,2834,172,246,0,0,0,659,0,0,0,0,0,0,0,0,,,,
104542,,,,,,,,,,,,,,,,,,,0,77,0,1188,43,54,0,0,0,395,0,11,0,0,0,662,0,0,,,,
104971,,,,,,,,,,,,,,,,,,,0,23,251,493,5,121,0,0,0,98,1,6,75,0,0,0,0,0,,,,
105026,,,,,,,,,,,,,,,,,,,0,390,1542,10304,518,1342,0,0,0,1828,0,0,0,0,0,5202,0,0,,,,
105473,,,,,,,,,,,,,,,,,,,0,2457,6376,31255,0,13543,7725,0,0,8879,0,0,0,0,0,0,0,0,Deferred Directors Fees - Investments,,,
105530,,,,,,,,,,,,,,,,,,,0,480,3590,11001,262,346,0,0,0,715,0,0,0,0,0,4241,0,1629,,,,
106359,,,,,,,,,,,,,,,,,,,,12815,32850,101940,,14357,,,,8896,4897,,,,0,19417,0,13605,SERP asset,Payroll settlement,,
106452,,,,,,,,,,,,,,,,,,,0,824,0,4678,599,1004,0,0,0,2850,0,0,0,0,0,0,0,0,,,,
106676,,,,,,,,,,,,,,,,,,,0,647,241,1484,154,311,0,0,0,285,0,0,0,0,0,0,0,0,,,,
107244,,,,,,,,,,,,,,,,,,,,517144,0,1585527,,71378,,,,177403,,17657,,,0,725535,58472,35595,,,,
107570,,,,,,,,,,,,,,,,,,,0,2835,2839,22105,1069,1847,778,0,0,2592,0,0,0,0,0,11992,0,0,Low Income Housing Tax Credit Investments,,,
107758,,,,,,,,,,,,,,,,,,,0,385,0,2803,0,43,0,0,0,580,0,0,0,0,0,1795,0,0,,,,
108072,,,,,,,,,,,,,,,,,,,0,693,1703,8224,107,413,276,0,0,1365,0,0,0,0,0,4050,0,0,SBA RECEIVABLE,,,
108269,,,,,,,,,,,,,,,,,,,0,115,0,3853,0,47,0,0,0,435,0,0,0,0,0,3256,0,0,,,,
108652,,,,,,,,,,,,,,,,,,,0,335,224,1094,122,122,0,0,0,142,0,0,0,0,0,271,0,0,,,,
108746,,,,,,,,,,,,,,,,,,,0,36,0,791,0,337,254,0,0,418,0,0,0,0,0,0,0,0,Interest Receivable on Securities,,,
