IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
176101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,361800,4975,4893,0,0,20248,17374,0,0,2001,1798,0,0,537628,463052,0,0,0,103606,91268,0,0,12136,9203,9613,22210,19533,90463,44135,71,975,0,450,31424,76573,7967,150434,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4327,3971,0,0,122332,105523,0,0,0,0,0,0,117610,102188,0,0,0,0,0,0,0,0,,,,,,
176325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38902,0,0,0,0,2000,1792,0,0,0,0,0,0,61770,54915,0,0,0,24533,21722,0,0,1506,705,982,4004,7727,27291,3191,0,14,23,17,1226,2377,40,7319,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,84,83,0,0,4148,3574,0,0,0,0,0,0,7726,6370,0,0,0,0,0,0,0,0,,,,,,
176437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15213,0,0,0,0,1950,1814,0,0,0,0,0,0,33488,29719,0,0,0,12603,10638,0,0,492,0,492,1193,3776,17512,1333,0,0,74,188,1511,3640,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
176464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,252437,0,0,2000,2000,24778,22917,0,0,0,0,2760,2766,434915,377152,0,760,766,39485,34092,0,0,430,1928,13293,14353,21522,57498,0,0,30,1041,2322,129162,75004,1128,62631,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,61371,51662,0,0,0,0,0,0,0,0,,,,,,
176642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13385,8930,8571,0,0,1000,736,0,0,0,0,0,0,19574,18715,0,0,0,3413,3367,0,0,7344,1491,5853,7426,3402,543,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1001,866,0,0,0,0,0,0,17523,15615,0,0,0,1122,1064,0,0,0,0,0,0,0,6200,5616,5312,395,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23188,0,0,0,0,250,250,0,0,0,0,0,0,119009,108543,0,0,0,77309,71479,4000,3429,4875,119,4749,11047,13297,47688,1000,0,6,226,677,13859,9600,555,5718,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7250,6273,0,0,0,0,0,0,0,0,,,,,,
177500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10794,0,0,0,0,0,0,0,0,0,0,0,0,13185,12500,0,0,0,85,84,0,0,3914,897,3019,6257,1842,485,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9992,9973,0,0,11036,10977,0,0,15021,15000,0,0,125694,118918,0,0,0,0,0,0,0,69720,69720,0,0,7499,0,0,0,0,0,0,38203,3496,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,33770,0,34310,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,113677,0,0,0,0,34300,31930,0,0,0,0,0,0,191067,166424,0,0,0,148254,126688,0,0,3,3881,5226,20001,2757,62727,64731,87,132,145,184,1631,4922,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2089,1916,0,0,5673,5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
178150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24177,0,0,0,0,0,0,0,0,0,0,0,0,114002,99151,0,0,0,39015,34505,3726,3289,5200,1281,5011,10570,15314,25897,10723,0,0,759,31,6208,14617,3137,5603,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9625,8740,0,0,0,0,0,0,0,0,,,,,,
178244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4982,4547,0,0,0,0,0,0,0,0,0,0,27091,24325,0,0,0,2449,2162,0,0,500,500,0,3548,2083,1817,0,0,0,0,300,11182,1564,912,2419,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3698,3290,0,0,0,0,0,0,0,0,,,,,,
178356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48264,4974,4970,0,0,0,0,0,0,0,0,44344,38596,17104,15848,0,20665,18351,5263,4471,0,0,4970,2487,2482,299,0,19643,6982,0,0,0,404,2548,20872,1605,2870,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2239,1814,2287,2236,0,0,0,0,0,0,0,0,,,,,,
178851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46866,27668,26797,0,0,0,0,0,0,0,0,0,0,275249,247618,0,0,0,101601,93559,11834,11341,23059,2578,20181,31909,4758,14086,70540,14,286,1123,379,9192,92571,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
179148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4753,28651,27245,0,0,0,0,0,0,0,0,0,0,36571,34486,0,0,0,6920,6427,0,0,3174,997,2177,4454,4694,22164,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
179335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,93530,78024,0,0,0,28148,23098,0,0,39,0,39,1789,12298,59820,0,0,0,0,0,0,4078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
179700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45296,0,0,0,0,0,0,0,0,0,0,0,0,166713,141193,0,0,0,13388,12656,0,0,4223,0,1952,324,0,16946,8780,523,795,480,453,5671,104316,953,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4325,3858,0,0,131018,108380,0,0,0,0,0,0,950,953,0,0,0,0,0,0,0,0,,,,,,
180144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1647,490,465,0,0,0,0,0,0,0,0,2000,1943,42466,37487,0,0,0,10587,9938,2000,1881,1741,501,1240,4468,7370,17497,0,0,0,35,144,1526,692,1026,4989,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3560,3022,0,0,0,0,0,0,0,0,,,,,,
180537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6889,0,0,0,0,0,0,0,0,0,0,0,0,42732,36102,0,0,0,17071,14502,0,0,551,812,341,5559,1919,4437,5160,319,0,0,1030,4345,4775,2133,5272,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7857,6268,0,0,0,0,0,0,0,0,,,,,,
180845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20182,0,0,0,0,0,0,0,0,0,0,0,0,50367,43849,0,0,0,15232,13586,0,0,342,0,332,981,5142,10274,0,1,9,241,631,12621,11694,615,1308,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2255,1923,0,0,0,0,0,0,0,0,,,,,,
181963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7304,23414,21642,0,0,0,0,0,0,0,0,0,0,60658,55254,0,0,0,18748,17393,0,0,4110,3367,2743,8957,13510,11427,0,78,9,8,212,3852,2872,1281,6938,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9689,8219,0,0,0,0,0,0,0,0,,,,,,
182951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,978,975,0,0,0,0,0,0,0,0,0,0,75903,71141,0,0,0,57795,53254,0,0,2486,335,2151,4913,6945,24425,15460,0,0,0,845,3992,7961,973,3141,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,4114,4114,0,0,0,0,0,0,0,0,,,,,,
183668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,124383,20404,20200,0,0,0,0,0,0,0,0,0,0,134327,124383,0,0,0,0,0,0,0,20677,8009,12721,19382,18678,27384,1516,375,515,330,473,25198,9668,0,134,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
183770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39323,0,0,0,0,7250,6686,0,0,0,0,0,0,86008,78470,0,0,0,12230,10673,0,0,1001,927,1505,6222,1036,10211,891,0,1204,0,0,9785,12999,13609,20083,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,14379,12766,0,0,0,0,0,0,0,0,,,,,,
183958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60845,16900,15739,0,0,0,0,0,0,0,0,0,0,93642,86941,0,0,0,47695,44627,999,833,9358,1928,7430,22399,20187,23889,210,65,0,208,0,793,943,2860,6029,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9797,8889,0,0,0,0,0,0,0,0,,,,,,
184656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60828,26341,24007,0,0,0,0,0,0,0,0,0,0,144708,124999,0,0,0,0,0,0,0,1983,0,1983,3971,18053,0,0,0,0,0,967,43523,56502,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3801,3548,0,0,114566,97444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
184759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698,1678,7858,0,0,4452,4098,0,0,0,0,0,0,14781,14081,0,0,0,7677,7366,0,0,0,0,2901,1240,2260,5265,3404,2612,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4013,700,692,0,0,500,469,0,0,0,0,0,0,10049,9618,0,0,0,6742,6460,0,0,1226,625,134,4388,1202,3264,0,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,14678,13533,0,0,0,0,0,0,46724,43535,0,0,0,32046,30002,0,0,3442,105,3337,10271,6639,22658,525,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,162862,0,0,0,0,0,0,0,0,0,0,323500,261377,28542,23993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,27,4073,343382,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
186221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84382,4052,3851,0,0,27500,23982,0,0,0,0,0,0,210324,188652,0,0,0,57417,49775,0,0,492,33052,3288,23745,11726,34742,15669,433,484,0,0,270,18698,6020,40524,,,,,,,,,,,,,,,,,,,,,,,,,0,32192,0,32033,0,0,2479,1952,0,0,20829,17934,0,0,0,0,0,0,52215,46384,0,0,0,0,0,0,186,160,,,,,,
186548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3982,0,0,0,0,1250,1250,0,0,0,0,40469,39309,1806,1764,0,4658,4583,556,514,0,0,1119,1250,1119,14084,17812,7968,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
186717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,158473,0,0,0,0,18756,17241,0,0,0,0,0,0,261925,245889,0,0,0,94064,87804,0,0,11083,538,7170,7928,6269,58760,24380,3371,3,1251,1082,3257,126085,0,5795,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,6039,5795,0,0,0,0,0,0,0,0,,,,,,
186744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,191274,5894,5805,0,0,37918,36684,0,0,2028,1953,0,0,374327,342264,0,0,0,116379,105750,0,0,25414,19519,13815,20368,25539,55815,57431,432,1375,579,11534,14375,43183,19900,58399,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,77851,72146,0,0,0,0,0,0,0,0,,,,,,
187648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,1952,1593,0,0,0,0,0,500,412,0,0,0,0,0,1045,0,0,0,0,0,240,308,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,216069,24974,24490,6000,5329,0,0,0,0,0,0,6000,5329,473866,431932,0,0,0,248887,218813,0,0,28683,55779,27887,10140,42860,141515,78088,24710,40,0,906,3326,11314,4426,36945,,,,,,,,,,,,,,,,,,,,,,,,,0,49962,0,49798,0,0,28037,27613,0,0,13575,12683,0,0,0,0,0,0,35871,34794,0,0,0,0,0,0,5452,5372,,,,,,
188056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32019,89478,89459,0,0,0,0,0,0,0,0,0,0,91675,91634,0,0,0,787,787,0,0,59657,0,59657,29802,0,787,0,0,0,0,0,0,0,0,1388,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1410,1388,0,0,0,0,0,0,0,0,,,,,,
