"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
343903																																																																																																																																		1019318	5225	0	0	641198	15301	13578	1722	0	0	0	0	0	0	24759	56580	16835	17944	4159	0	4159	0	0	0	0	0	0	51530	144	4663	2271	34863	38641	67124	688157	234600	0	0	0	0	0	0	0	0	0	0	0	0	28	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	70776	35388	0	0	24577	10811	38904	67124	713141	249083	0	13425	356571	249083	641198	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343958																																																																																																																																		96130	1579																																																																																																														
344647																																																																																																																																		1129109	8182	0	0	750209	33646	27491	6155	0	115867	0	115870	0	0	48178	289293	0	0	1468	0	1468	0	0	0	0	0	0	65512	869	4123	596	57208	76538	427230	84303	579836	0	0	0	0	0	0	1381	691	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22054	11027	0	0	4	11023	138046	427230	84472	607317	0	85446	42236	607317	750209	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344852																																																																																																																																		139253	729	0	3	58075	21621	14735	6977	0	0	0	0	0	0	18797	44516	1613	0	0	0	0	0	0	0	0	0	0	3721	91	290	14	3326	33623	51783	24669	35026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33623	51783	24669	35026	0	10357	12335	35026	58072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345309																																																																																																																																		1691435	10560	0	0	1277708	64321	36240	28081	0	6354	2662	3693	0	0	16083	221532	19186	66775	0	0	0	0	0	0	0	0	0	120882	44	10109	0	109574	55121	264079	815396	555892	0	0	0	0	0	0	462	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256590	128295	0	0	0	128295	55121	264079	815396	684418	0	52816	407698	684418	1277708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345345																																																																																																																																		552129	5271	0	0	459055	66231	61111	5120	0	0	0	0	0	0	992	5100	1322	0	0	0	0	0	0	0	0	0	0	28982	149	3264	0	23841	62340	26509	37978	426310	1877	1877	0	0	0	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62340	26509	37978	428187	0	5302	18989	428187	459055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345747																																																																																																																																		831914	9121	0	0	700700	39367	28675	10692	0	23255	2028	10641	2086	8500	2025	104856	437	0	3402	0	3402	0	0	0	0	0	0	53546	0	0	0	47359	32728	129591	137147	548940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86844	43422	0	0	0	43422	32728	129591	137147	601274	0	25918	68574	601274	700700	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345756																																																																																																																																		557339	6626	0	252	513229	3550	954	2596	0	0	0	0	0	0	2615	28218	3170	5719	0	0	0	0	0	0	0	0	0	50472	0	17782	0	25939	3640	54862	306539	196547	0	0	0	0	0	0	906	453	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	31360	31360	0	6119	25241	0	4841	2421	0	0	0	2421	3640	60981	331780	209533	0	12196	165890	209533	512977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345877																																																																																																																																		831158	6238																																																																																																														
346379																																																																																																																																		311810	2270	0	0	242407	7943	3603	4340	0	0	0	0	0	0	11408	13898	0	114	429	0	429	0	0	0	0	0	0	19431	0	4796	46	13292	15016	23463	104204	171450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21684	10842	0	0	0	10842	15016	23463	104204	182292	0	4693	52102	182292	242407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
346566																																																																																																																																		78202	580																																																																																																														
346771																																																																																																																																		193391	977																																																																																																														
347022																																																																																																																																		284370	1851	0	18	149987	51647	42881	8766	0	0	0	0	0	0	13170	84498	0	0	97	0	97	0	0	0	0	0	0	11852	150	194	0	11508	56201	93555	41083	105228	130	130	0	0	0	130	0	0	0	0	0	0	528	106	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56201	93555	41083	109885	0	18711	20542	109885	149969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
347639																																																																																																																																		520239	3237	0	0	340762	14903	13424	1478	0	118309	14296	65051	3260	36373	38245	55583	5704	18462	0	0	0	0	0	0	0	0	0	44727	161	7441	195	18806	69752	131585	76190	233921	172	172	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7273	3637	0	0	0	3637	69752	131585	76190	239512	0	26317	38095	239512	340762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
347956																																																																																																																																		602837	8323	0	2677	509217	81833	77521	4312	0	0	0	0	0	0	0	33636	2839	15516	553	0	553	0	0	0	0	0	0	74180	524	756	22	72878	81110	39257	80555	405038	6294	6294	0	0	0	6294	367	184	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	415	415	332	0	0	83	49322	24661	0	0	0	24661	91543	39257	80555	442030	0	7851	40278	442030	506540	9086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348159																																																																																																																																		200433	2115	0	17	167919	18094	17164	930	0	0	0	0	0	0	2590	27336	3972	472	0	0	0	0	0	0	0	0	0	12221	364	2155	0	8567	20118	37313	30929	112360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19036	9518	0	0	0	9518	20118	37313	30929	121961	0	7463	15465	121961	167902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348720																																																																																																																																		895169	10467	0	4031	578898	116724	105903	10821	0	97273	81289	15984	0	0	33791	79520	0	0	0	0	0	0	0	0	0	0	0	41738	0	659	0	39043	221014	106984	93272	484612	0	0	0	0	0	0	2779	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12092	6046	0	0	0	6046	221014	106984	93298	507184	0	21397	46649	507184	574867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
349129																																																																																																																																		247183	1214	0	0	116928	16309	3300	13009	0	127569	4174	132804	6463	0	0	0	0	0	3731	0	3731	0	0	0	0	0	0	11063	0	174	0	10889	7474	149718	54885	52192	60	60	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21160	10580	0	0	6582	3998	7474	149718	61467	56250	0	29944	30734	56250	116928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
349343																																																																																																																																		214181	2059																																																																																																														
350572																																																																																																																																		173059	1090	0	0	103263	2650	1655	995	0	0	0	0	0	0	245	87047	0	0	0	0	0	0	0	0	0	0	0	10142	1	685	23	5439	2357	88727	11501	73893	1124	1124	0	0	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7505	3753	0	0	0	3753	2357	88727	11501	78770	0	17745	5751	78770	103263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350657																																																																																																																																		43047	172	0	0	18187	8279	7970	309	0	5601	956	4645	0	0	9194	4270	0	0	0	0	0	0	0	0	0	0	0	835	18	0	0	817	18514	9644	3453	12634	0	0	0	0	0	0	1766	883	119	0	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1911	956	0	0	0	956	18633	9644	3453	14451	0	1929	1727	14451	18187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350750																																																																																																																																		247215	3282																																																																																																														
351131																																																																																																																																		46137	234	0	0	37766	1810	0	1810	0	0	0	0	0	0	999	5307	7214	13169	300	0	300	0	0	0	0	0	0	2254	0	0	0	2172	999	7417	9699	31336	0	0	0	0	0	0	0	0	0	0	0	0	76	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4109	7417	9699	31351	0	1483	4850	31351	37766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351560																																																																																																																																		296128	6279	0	3860	217557	91274	24575	66699	0	386	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18543	0	0	0	18543	24575	67085	24992	185755	0	0	0	0	0	0	232	116	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17195	8598	0	0	8598	0	24575	67085	36770	185755	0	13417	18385	185755	213697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351878																																																																																																																																		189887	869	0	0	109170	12573	8183	4390	0	0	0	0	0	0	28614	1523	7746	6054	0	0	0	0	0	0	0	0	0	3023	0	0	0	2627	36797	5913	90012	60247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36797	5913	90012	61397	0	1183	45006	61397	109170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352370																																																																																																																																		178677	1223																																																																																																														
352651																																																																																																																																		201030	2000	0	309	135497	22775	21888	887	0	0	0	0	0	0	31503	10864	0	0	50	0	50	0	0	0	0	0	0	5031	1227	129	0	2864	54837	11930	30644	105514	4013	4013	0	0	0	4013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10757	5379	0	0	0	5379	55387	11938	30644	117775	0	2388	15322	117775	135188	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352745																																																																																																																																		321833	3106	0	0	261641	12018	10439	1579	0	3891	0	3894	0	0	16228	36109	0	0	452	0	452	0	0	0	0	0	0	11188	73	1547	217	9072	26743	43581	108405	150830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14000	7000	0	0	0	7000	26743	43581	108405	158879	0	8716	54203	158879	261641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
352772																																																																																																																																		15817061	152848	0	0	13379397	247458	115971	131487	0	1023028	305	833432	186887	2718	61818	1390776	56472	141296	0	0	0	0	0	0	0	0	0	1334497	154	34537	2413	567236	189418	2835197	2347843	8780435	25715	25715	7648	0	0	18068	3405	1703	485	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2216714	1108357	0	0	0	903321	197551	2853939	2347843	9802051	0	570788	1173922	9802051	13379397	33726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353238																																																																																																																																		628233	5178																																																																																																														
353546																																																																																																																																		162164	1241																																																																																																														
353555																																																																																																																																		9197099	89815	0	0	8364931	1219550	1117072	102478	0	3	0	3	0	0	87681	354197	349	0	0	0	0	0	0	0	0	0	0	325945	1650	6041	0	262470	1307636	543680	215475	7091947	0	0	0	0	0	0	129679	64840	0	0	64840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152735	576368	0	0	0	576368	1343951	543680	280315	7940777	0	108736	140158	7940777	8364931	19662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353957																																																																																																																																		51818	1025																																																																																																														
354057																																																																																																																																		154366	274																																																																																																														
354253																																																																																																																																		63744	685																																																																																																														
354310																																																																																																																																		7836543	85745	0	0	6881045	190583	128823	61760	0	140112	11066	129046	0	0	1484	311307	0	79273	0	0	0	0	0	0	0	0	0	533531	14930	23951	2982	290921	156571	552083	1566457	5465456	31355	31355	0	0	0	31355	23484	11742	0	0	0	11742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717845	358923	0	1440	1868	355615	156571	609129	1569184	5914168	0	121826	784592	5914168	6881045	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354552																																																																																																																																		867691	4774	0	0	511754	48745	44636	4109	0	0	0	0	0	0	84797	327447	11475	13892	0	0	0	0	0	0	0	0	0	50687	1603	3918	125	28822	131036	335474	117845	314256	911	911	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43777	21889	0	0	0	21888	143612	335474	117845	338854	0	67095	58923	338854	511754	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354851																																																																																																																																		117774	2331																																																																																																														
355120																																																																																																																																		725856	7821	0	1006	545191	33654	31008	2646	0	1375	0	1125	0	250	51038	39461	0	0	0	0	0	0	0	0	0	0	0	31343	225	693	0	28174	83931	43925	151342	457484	830	830	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83931	43925	151342	458314	0	8785	75671	458314	544185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355559																																																																																																																																		569943	5352	0	391	396954	52573	42226	10347	0	0	0	0	0	0	74188	66863	511	19958	119	0	119	0	0	0	0	0	0	33822	0	1536	0	25196	116414	81514	103582	271581	470	470	0	0	0	470	1524	762	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70103	35052	0	0	0	35052	116414	81514	103582	308436	0	16303	51791	308436	396563	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355858																																																																																																																																		1656000	83490	0	66233	1456537	111956	90259	21697	0	52211	12135	40076	0	0	17761	145607	870	248	0	0	0	0	0	0	0	0	0	115082	1659	2268	3	77245	122168	225750	126518	1225197	1529	1529	0	0	0	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135607	67804	0	0	0	67804	122168	225750	126518	1300570	0	45150	63259	1300570	1390304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
