"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0				0	0	0	13308	1759		0		58			0	0	0	0	0	0																													1677																				0							0	0									
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		2318		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																								0	0	0	0	0	0	2599784	0	0	0	901728	0	0	35113	0	34505	1342	0	0	0	0	0	0	0	0	0	0	0	77749	0	0	0	0	0	0	0	0	0	0	0	49658	0	0	0	0	0	0	0	0	0	0	0	2727191	0	0	0	0	0	0	0	0	0	0	0	87777	0	0	0	87236	0	0	0	0	0	1299892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0				0	0	0	0	0		140		0			0	0	0	0	0	0																																																								0	0									
17950																																																																																																																																																								0	0	0	0				0	0	0	6040	0		0		2763			0	0	0	0	0	0																																																								0	0									
17978																																																																																																																																																								0	0	0	0				0	0	0	1557	0		0		0			4029	3629	400	0	0	0																																																								0	0									
18050																																																																																																																																																								0	0	0	0				0	0	0	3760	0		103		955			0	0	0	0	0	0																																																								0	0									
18827																																																																																																																																																								0	166000	0	0				0	0	0	90587	0		795		5699			0	0	0	0	0	0																													355999																				0							0	0									
18836																																																																																																																																																								0	0	0	0				0	0	0	9377	0		0		27			0	0	0	0	0	0																																																								0	0									
18854																																																																																																																																																								0	750	0	0	0	0	0	0	0	0	2956	0	0	1460	1460	1035	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
19936																																																																																																																																																								0	0	0	0				0	0	0	7149	0		1960		0			0	0	0	0	0	0																																																								0	0									
19972																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
20053																																																																																																																																																								0	0	0	0				0	0	0	5308	433		845		0			0	0	0	0	0	0																																																								0	0									
20633																																																																																																																																																								0	15700	0	0				0	0	0	3450	0		0		0			0	0	0	0	0	0																																																								0	0									
20857																																																																																																																																																								0	0	0	0				0	0	0	8970	0		2251		38			0	0	0	0	0	0																																																								0	0									
21256																																																																																																																																																								3	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
21359																																																																																																																																																								0	0	0	0				0	0	0	0	0		16		0			0	0	0	0	0	0																																																								0	0									
21658																																																																																																																																																								75	0	0	0	0	0	0	0	0	0	2133	635	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	
22048																																																																																																																																																								0	0	0	0				0	0	0	1605	0		780		0			0	0	0	0	0	0																																																								0	0									
22543																																																																																																																																																								0	0	0	0				0	0	0	50884	0		3725		10			0	0	0	0	0	0																													2733																				0							0	0									
22552																																																																																																																																																								0	0	0	0				0	0	0	0	0		691		0			0	0	0	0	0	0																																																								0	0									
22730																																																																																																																																																								0	0	0	0				0	0	0	1331	0		0		510			0	0	0	0	0	0																																																								0	0									
23456																																																																																																																																																								1169	0	0	0				0	0	0	11585	5443		0		0			0	0	0	0	0	0																																																								0	0									
23504																																																																																																																																																								0	1547301	0	0	0	0	4243790	0	0	0	84342	0	0	26508	0	11254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900000	0	0	0	125460	0	0	0	125460	0	0	0	13209	0	0	0	881	0	0	0	3343790	0	900000	0	5	0	0	167380	0	0	0	0	0	0	0	93522	0	
23643																																																																																																																																																								0	0	0	0				0	0	0	0	0		540		0			0	0	0	0	0	0																																																								0	0									
23755																																																																																																																																																								209	0	0	0				0	0	0	18864	0		0		0			0	0	0	0	0	0																													920																				701							0	0									
24006																																																																																																																																																								1446	0	0	0				0	0	0	38201	0		0		0			0	0	0	0	0	0																													0																				314720							0	0									
24378																																																																																																																																																								0	0	0	0				0	0	0	2814	0		0		0			0	0	0	0	0	0																																																								0	0									
24659																																																																																																																																																								0	0	0	0				0	0	0	0	105		0		0			0	0	0	0	0	0																																																								0	0									
24949																																																																																																																																																								0	0	0	0				0	0	0	17227	1215		2587		0			0	0	0	0	0	0																																																								0	0									
25357																																																																																																																																																								25	10825	0	0				0	0	0	4705	0		1338		444			0	0	0	0	0	120																																																								0	0									
25647																																																																																																																																																								624	0	0	0	0	0	0	0	0	0	3466	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																																																																																																																																																								9135	263950	0	0				0	0	0	2464	0		126		32701			0	0	0	0	0	70003																																																								0	0									
27070																																																																																																																																																								825	51870	0	0				0	0	0	4215	0		156		370			0	0	0	0	0	0																													70000																				0							0	0									
27614																																																																																																																																																								0	0	0	0				0	0	0	32827	0		154		0			0	0	0	0	0	0																																																								0	0									
27847																																																																																																																																																								0	0	0	0				0	0	0	0	0		709		0			0	0	0	0	0	0																																																								0	0									
28013																																																																																																																																																								5388	0	0	0	0	0	140906	0	0	0	155674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5033	0	0	0	5034	0	0	0	0	0	0	0	0	0	0	0	140906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																																																																																																																																																								0	0	0	0	0	0	15597	0	0	0	2223	0	0	9		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10339	0	0	0	10339	0	0	0	0	0	0	0	36276	0	0	0	0	0	0	0	0	0	0	0	1410	0	0	0	895	0	0	0	0	0	15597	0	0	0	0	0	172	0	0	0	0	0	0	0	0	
28675																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	7340	0	0	0		264		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																																																																																																																																																								0	0	0	0				0	0	0	5764	0		225		0			0	0	0	0	0	0																																																								0	0									
29476																																																																																																																																																								0	11740	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
29636																																																																																																																																																								0	0	0	0				0	0	0	16988	10106		17777		0			0	0	0	0	0	0																													81600																				0							0	0									
29878																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	4647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																																																																																																																																																								0	0	0	0				0	0	0	0	0		8		0			0	0	0	0	0	0																																																								0	0									
30502																																																																																																																																																								0	9136	0	0				0	0	0	53004	0		45		0			11070	0	0	0	0	0																													143887																				0							0	0									
30810	0	0	0	0	0	0	28866492	0	0	0	0	232551161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28879637	0	0	0	0	0	0	0	0	0	0	0	3603	0	0	0	11054	0	0	0	0	0	0	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231837314	713847	0	34464	191392																																																																																										
31134																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	648	1557	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																																																																																																																																																								0	182640	0	0	0	0	0	0	0	0	9407	0	0	3473	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657																																																																																																																																																								0	0	0	0				0	0	0	0	0		15		0			0	0	0	0	0	0																																																								0	0									
31826																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	6355	0	0	1580		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835																																																																																																																																																								0	16000	0	0				0	0	0	0	0		2052		0			0	0	0	0	0	0																																																								0	0									
32234																																																																																																																																																								0	0	0	0				0	0	0	368	5088		20		0			0	0	0	0	0	0																													95000																				0							0	0									
32766																																																																																																																																																								0	0	0	0				0	0	0	188	0		0		0			0	0	0	0	0	0																																																								0	0									
32971																																																																																																																																																								321	0	0	0				0	0	0	22507	0		0		0			0	0	0	0	0	0																																																								0	0									
33147																																																																																																																																																								0	55520	0	0				0	0	0	0	0		1527		0			0	0	0	0	0	0																																																								0	0									
33259																																																																																																																																																								0	0	0	0				0	0	0	12177	0		0		21985			0	0	0	0	0	0																																																								0	0									
33370																																																																																																																																																								0	0	0	0				0	0	0	1152	0		0		0			0	0	0	0	0	0																																																								0	0									
33839																																																																																																																																																								0	0	0	0				0	0	0	0	0		118		0			0	0	0	0	0	0																																																								0	0									
33857																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	33721	0	0	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4345	0	0	0	0	0	0	0	0	0	0	0	4345	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	
34434																																																																																																																																																								1984	38000	0	0				0	0	0	13984	3615		0		0			0	0	0	0	0	0																																																								0	0									
34537																																																																																																																																																								0	0	0	0	0	0	1860441	0	0	0	764702	0	0	23342	0	11540	0	0	0	0	0	0	0	0	0	0	0	0	4682	0	0	0	0	0	0	0	0	0	0	0	42712	0	0	0	38029	0	0	0	0	0	0	0	1945864	0	0	0	0	0	0	0	0	0	0	0	32948	0	0	0	28238	0	0	0	0	0	1230220	0	0	7	0	0	0	0	0	0	0	0	0	0	18432	
