"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	
4231																																																																																															0	0	0							159	350	0				11	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	230	0	0	0	0	0	1	0				0	0	0	0	0	0	46	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				17	0	0	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
5069																																																																																															0	0	0							2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																															0	0	0							2122	932	316	1281	99	174	156	38	44	154	28	735	0	0	0	0	0	0				0	0	0	99	174	1281	0	0	0	18	3	8	0	0	0	0	0	0	152	73	0	0	0	0	984	0				0	0	0	0	0	36	294	0	0	0	0	0	77	0	0	77	0	18	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	18	0	0	0	0	0	0	12	0	16	47	0	2	0	0	0	0	0	0	0	0	16	0	0	2	
5210																																																																																															0	0	0							2392	1985	744	0	0	0	709	0	670	0	0	278	0	0	0	0	0	0				455	207	174	16	0	0	0	0	0	0	0	0	0	0	0	0	172	0	559	492	0	13	0	0	0	0				0	28	0	0	0	0	190	24	0	32	1098	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	259	0	0	0	0	0	0	0	0	0	
5461																																																																																															0	0	0							0	1084	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																															0	0	0							240	1400	3196	0	0	0	565	40	235	669	1738	0	0	0	0	0	0	0				0	100	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	394	4				0	0	0	66	0	0	63	0	1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	10	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
6039																																																																																															0	0	0	0	0	0	0	0	0	4996	2005	0	0	0	0	281	0	51	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	650	0	0	0	0	0	4405	0	0	0	0	0	0	0	0	0	0	189	213	0	0	223	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	21	21	0	27	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																															0	0	0	0	0	0	0	0	0	7328	23608	22	0	0	0	903	0	131	336	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506	0	1124	0	34	0	0	0	10032	0	0	0	0	0	134	0	0	101	34	323	305	0	0	652	21	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17877	0	4534	2449	22	349	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																															0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																															0	0	0							1306	1030	0				98	0	17	0	0	652	0	0	0	0	0	0				0	0	37	88	0	18	0	0	0	0	0	0	0	0	0	0	306	0	699	0	0	0	0	0	399	0				0	0	0	0	0	0	0	20	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				92	0	74	33	0	8	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																															0	0	0							967	1571	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	937	0	1571	152	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																															0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																															0	0	0							172	337	15	116	0	0	0	0	12	0	0	0	0	0	0	0	0	0				0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	18	0	0	0	190	0	0	0	160	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	141	15	26	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																																																															0	0	0							0	206	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	106	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																																																																																															0	0	0							111	315	15				75	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	223	15	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																																																																																															128	0	0							57	1827	19	0	0	0	1699	19	57	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																																															0	0	0							0	261	4	0	85	0	0	0	0	75	0	0	0	0	0	0	0	0				0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																															0	0	0	0	0	0	0	0	0	7370	51814	0	0	0	0	45	0	0	0	0	0	0	0	1183	0	0	0	0	0	0	129	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	3257	0	1435	0	115	0	0	0	4514	0	0	0	0	4200	44915	0	0	362	0	7	968	0	0	38	2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																																																																																															0	0	0							166	12	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0				0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4859	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	
10849																																																																																															0	0	0							0	400	1	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0				0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145																																																																																															0	0	0	0	0	0	0	0	0	654	959	0	0	0	0	140	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	571	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	70	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	7	46	0	76	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																															0	0	0							2436	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78				0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2436	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837																																																																																															0	0	0							0	254	1				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030																																																																																															0	0	0							0	2950	194	0	0	0	379	114	0	417	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	80	0	0	0	0	0	0				0	82	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	311	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																																																																																															0	0	0							44	833	10	0	0	0	202	10	44	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0				0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	41	0	0	80	0	0	202	0	0	0	0	0	0	0	0	0	0	0	
12311	0	0	0	58379	935	272429	242	0	1663	732965	624763	173045	1073	240	0	776	21	36499	0	0	0	0	0	0	0	0	0	0	0	1311	0	758	101	0	10414	6718	2745	0	0	1718	0	578846	4443	0	0	0	53891	3760	12315	18568	6560	108247	126277	115662	131052	19404	2576	93756	100553	113086	0	0	0	0	4197	0	47646	0	0	0	2829	218	661	0	0	0	111401	8262	4302	31014	4183	1086	0	0	0	0	0	0	0	0	0	0	0	0																			74	0	2369	12	0	7975							72940	15809	88567														87839	6181	273164	135478	3725	902								1887	1168	519	452	96	13363	5734	2863	0	0	34953	197996	11542	6342	18379																0	0	0	0	0	4134	0	0	84	0	0	3645	0	0	33698										0	0	0																						
12647																																																																																															0	0	0							1011	2132	0	0	0	0	26	0	26	158	0	0	1000	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	195	0	0	0	0	0	0	0				0	397	0	0	0	19	0	356	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																																																																																															0	0	0							12267	3146	144	213	124	0	221	1	1394	308	4	729	0	0	0	0	0	69				0	0	0	124	0	213	0	0	0	267	53	0	0	0	0	0	3126	964	1623	0	56	73	0	0	3464	0				0	301	0	0	0	0	22	9	0	0	1462	4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	78	0	44	137	13	73	0	0	0	0	0	0	0	0	0	0	0	0	
13103																																																																																															0	0	0	0	0	0	0	0	0	16114	1573	0	0	0	0	122	0	53	0	0	0	0	0	0	0	0	0	0	0	0	365	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	2221	58	564	0	0	0	0	0	1764	0	0	0	0	186	0	0	0	0	1194	0	0	0	0	12343	0	0	0	118	0	0	12098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	145	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																															0	0	0							561	786	0				95	0	45	0	0	0	0	0	0	0	0	0				0	0	0	237	0	18	0	0	0	0	0	0	0	0	0	0	498	0	454	0	0	0	0	0	290	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																															0	0	0							371	1514	998	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0				0	0	0	1514	725	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																																																																																															0	0	0							149	1364	77	0	0	0	79	77	0	101	0	149	0	0	0	0	0	0				0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	5				0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	77	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																																																																																															0	0	0							44	141	60				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	44	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				26	15	30	100	45	14	0	0	0	0	0	0	0	0	0	0	0	0	
14753																																																																																															0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																																																																																															0	0	0							2783	1109	0	666	0	0	0	0	0	574	0	0	0	0	0	0	0	0				0	0	0	112	0	666	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	60	0				0	0	0	0	0	460	423	0	0	0	1443	0	0	0	0	0	0	1431	0	0	282	0	0	254	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1431	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977																																																																																															0	0	0							31	176	62	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	62	0	0	0	0	31	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	37	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																															0	0	0							371	3646	1	0	0	0	60	0	0	0	0	0	1619	0	0	0	0	0				266	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	211	0	528	0	0	0	0	0	0	0				0	91	0	0	0	52	0	563	0	0	21	87	0	0	100	0	0	187	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87							0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110																																																																																															0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																															0	0	0	0	0	0	0	0	0	61906	54363	1686	0	0	0	6478	385	13373	250	0	53	1790	0	1188	0	0	0	0	0	0	5175	31	4406	0	0	0	0	0	0	0	0	0	0	0	0	0	18814	70	13008	1187	60	83	0	0	69249	2195	0	0	0	0	21202	0	0	0	0	3237	1799	0	0	2452	21516	90	1187	669	90	1187	669	272	57	2892	52	29	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	32	801	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																															0	0	0							0	489	0				0	0	0	212	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																																																																																															0	0	0							1488	3642	0	110	326	0	1426	0	43	0	0	803	0	0	0	0	0	0				0	0	19	330	0	110	0	0	0	0	0	0	0	0	0	0	3	0	296	0	0	0	0	0	21876	0				326	0	0	0	0	0	1223	0	0	0	498	0	0	0	0	0	0	0	1229	0	1410	922	0	1195	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	5	0	2	36	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
17978																																																																																															0	0	0							0	700	269	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	264	0	0	0	0	0	0				0	8	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																																																																																															0	0	0							871	2226	265	0	12	0	57	0	15	281	0	347	0	0	0	0	0	0				0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	217	0	1504	265	0	0	0	0	318	0				0	177	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	61	0	26	106	0	19	0	0	0	0	0	0	0	0	0	0	0	0	
18827																																																																																															0	0	0							10524	12962	2566	0	0	0	683	0	0	0	0	0	0	0	7095	0	0	0				113	0	161	17	0	0	0	0	0	0	0	0	0	0	0	0	2488	0	11031	643	0	37	0	0	1343	0				522	0	0	0	0	0	572	0	0	1886	241	539	0	0	0	0	0	7095	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	7095	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																																																																																															0	0	0							294	2583	11				8	0	80	0	0	0	0	0	0	0	0	0				126	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	214	0	756	0	39	0	0	0	80	0				0	556	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				97	0	0	312	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																																																																																															0	0	0	0	0	0	0	0	0	6725	856	0	0	0	0	100	0	6611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	25	0	0	0	5697	0	0	0	0	0	0	0	0	0	0	0	722	0	0	114	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	
19356																																																																																															0	0	0							5	988	209				475	0	0	0	0	0	0	0	0	0	0	0				24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	180	0	0	0	0	0	0				0	0	0	0	0	0	0	202	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				117	11	0	72	18	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																																																																															0	0	0							226	299	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0				0	0	0	76	0	10	0	0	0	0	0	0	0	0	0	0	15	36	146	0	0	0	0	0	21	0				0	0	0	0	0	0	0	0	0	0	115	0	0	0	11	0	0	64	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0							0	0	0	0	0	0	0	0	0	57	0	15	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
